,2025,2030,2035,lat,long
p71,0.3034263521672783,2.8609503268802574,18.99999117823684,39.96993092,-92.01395166
p72,3.324895795306595,27.686903709960134,225.7078585021482,38.4997353,-91.3675038
p73,0.24847903244507447,2.5772130826626296,19.686277273057165,37.67809039,-91.06236394
p74,0.039024598567793056,0.48390996947058335,2.871883593381297,46.39589899,-88.25976999
p75,0.5080573374328147,3.298324561934513,36.596707372584696,45.19646292,-88.88363925
p76,1.0205009615579805,6.780076969872029,82.12692918562423,44.06230241,-89.11741448
p77,0.36979127295237935,2.769933607877033,34.829769317071346,43.41560313,-90.49937312
p78,0.7157382893096326,4.741176306500614,55.589686477320484,42.83835582,-89.33478091
p79,1.1360665236230212,7.779709041733986,81.83555910084672,43.07262373,-88.23565775
p8,4.730809871449416,33.537757514424385,312.86357650304484,41.30824779,-121.4464046
p80,14.70271546433002,86.7597924421144,1128.6946452322268,41.76580781,-88.79751098
p81,0.5407555717511451,5.401408816097936,54.99503535780265,39.3367648,-89.78363058
p82,0.19320474778340604,3.808870336922596,58.50883478119494,40.36595616,-89.52274432
p83,0.2957087731816275,2.928562114902992,34.76438098833714,39.76077104,-88.32037463
p84,0.7061968085432923,6.009228479684143,49.68560006906819,37.05321965,-91.29205837
p85,0.4373351227745833,9.519519319166188,76.76211883150887,34.68125955,-92.02589394
p86,0.003696880368843696,0.05541895466612712,0.3967255980294702,32.56645631,-91.92922355
p87,0.47247581283351847,13.283967535747752,119.52773253959461,32.31228173,-89.94310381
p88,0.04902767786938429,0.7581219776737701,5.0278121156383015,33.90483098,-88.95057971
p89,1.1232120858288404,18.284980421139885,125.88219358000255,33.64251888,-87.33420755
p9,695.3396410198616,4374.623967579879,27971.751658513353,38.40912626,-121.4370073
p90,0.33168361380962463,8.429242015034676,71.39161990657755,32.1705336,-86.45223669
p91,1.6121556651217774,17.94074323145829,174.65013877389964,30.60299528,-86.0233856
p92,22.607205732478075,151.5652553683403,1757.704032525993,35.84707003,-86.38840824
p93,0.026212767250476558,0.5091907429431818,8.716038446513563,36.88033989,-87.70288407
p94,25.760696509242845,301.6809117010401,2352.7100625429716,32.65498374,-83.44185834
p95,0.35974759741089785,8.612879701822875,113.43370457019141,34.68340161,-82.05850213
p96,2.3187455340900938,69.84680589908005,682.9333255336057,33.66656218,-80.47018517
p97,40.76545723036784,313.44346603442773,2783.6779384228457,35.70354545,-81.46948528
p98,99.7707613619216,955.4772836164087,8065.9534060077995,35.43899188,-78.0631739
p99,1.8916168378525813,52.6167544129866,501.6717172158145,37.64107262,-78.02222606
