scenario,year,PCA,Capacity (GW)
a1_RE100,2010,p81,8.18E-05
a1_RE100,2010,p82,0
a1_RE100,2010,p83,3.27E-05
a1_RE100,2010,p84,0
a1_RE100,2010,p85,0
a1_RE100,2010,p86,0
a1_RE100,2010,p87,0
a1_RE100,2010,p88,0
a1_RE100,2010,p89,0
a1_RE100,2010,p9,0.412063636
a1_RE100,2010,p90,0
a1_RE100,2010,p91,0.000394545
a1_RE100,2010,p92,0.000104545
a1_RE100,2010,p93,0
a1_RE100,2010,p94,0.000793636
a1_RE100,2010,p95,0
a1_RE100,2010,p96,0
a1_RE100,2010,p97,0.007655455
a1_RE100,2010,p98,0.002195455
a1_RE100,2010,p99,0
a1_RE100,2012,p1,0.009393636
a1_RE100,2012,p10,1.05695
a1_RE100,2012,p100,0
a1_RE100,2012,p101,0.061063636
a1_RE100,2012,p102,0.022943636
a1_RE100,2012,p103,0
a1_RE100,2012,p104,0
a1_RE100,2012,p105,0.0075
a1_RE100,2012,p106,0.002
a1_RE100,2012,p107,0
a1_RE100,2012,p108,0
a1_RE100,2012,p109,0
a1_RE100,2012,p11,0.124162727
a1_RE100,2012,p110,0
a1_RE100,2012,p111,0.016737273
a1_RE100,2012,p112,0.041817273
a1_RE100,2012,p113,0.006108182
a1_RE100,2012,p114,0.005146364
a1_RE100,2012,p115,0.033661818
a1_RE100,2012,p116,0
a1_RE100,2012,p117,0
a1_RE100,2012,p118,0
a1_RE100,2012,p119,0.003733636
a1_RE100,2012,p12,0.034734545
a1_RE100,2012,p120,0.002618182
a1_RE100,2012,p121,0.021252727
a1_RE100,2012,p122,0.150713636
a1_RE100,2012,p123,0.085429091
a1_RE100,2012,p124,0
a1_RE100,2012,p125,0.0403
a1_RE100,2012,p126,0.995636364
a1_RE100,2012,p127,0.098052727
a1_RE100,2012,p128,0.058083636
a1_RE100,2012,p129,0.017390909
a1_RE100,2012,p13,0.288974545
a1_RE100,2012,p130,0
a1_RE100,2012,p131,0.218281818
a1_RE100,2012,p132,0.033272727
a1_RE100,2012,p133,0
a1_RE100,2012,p134,0.005127273
a1_RE100,2012,p14,0
a1_RE100,2012,p15,0
a1_RE100,2012,p16,0
a1_RE100,2012,p17,0
a1_RE100,2012,p18,0
a1_RE100,2012,p19,0
a1_RE100,2012,p2,0.003271818
a1_RE100,2012,p20,0
a1_RE100,2012,p21,0
a1_RE100,2012,p22,0
a1_RE100,2012,p23,0
a1_RE100,2012,p24,0
a1_RE100,2012,p25,0.0013
a1_RE100,2012,p26,0
a1_RE100,2012,p27,0.022023636
a1_RE100,2012,p28,0.811519091
a1_RE100,2012,p29,0.003593636
a1_RE100,2012,p3,0.001617273
a1_RE100,2012,p30,0.087436364
a1_RE100,2012,p31,0.131929091
a1_RE100,2012,p32,0
a1_RE100,2012,p33,0.126765455
a1_RE100,2012,p34,0.121561818
a1_RE100,2012,p35,0
a1_RE100,2012,p36,0
a1_RE100,2012,p37,0
a1_RE100,2012,p38,0
a1_RE100,2012,p39,0
a1_RE100,2012,p4,0.000353636
a1_RE100,2012,p40,0
a1_RE100,2012,p41,0
a1_RE100,2012,p42,0
a1_RE100,2012,p43,0
a1_RE100,2012,p44,0
a1_RE100,2012,p45,0
a1_RE100,2012,p46,0.001947273
a1_RE100,2012,p47,0.057107273
a1_RE100,2012,p48,0.002710909
a1_RE100,2012,p49,0
a1_RE100,2012,p5,0.042406364
a1_RE100,2012,p50,0
a1_RE100,2012,p51,0
a1_RE100,2012,p52,0
a1_RE100,2012,p53,0
a1_RE100,2012,p54,0.002504545
a1_RE100,2012,p55,0.001546364
a1_RE100,2012,p56,0
a1_RE100,2012,p57,0.001124545
a1_RE100,2012,p58,0.003009091
a1_RE100,2012,p59,0.001106364
a1_RE100,2012,p6,0.00889
a1_RE100,2012,p60,0.000406364
a1_RE100,2012,p61,0.000679091
a1_RE100,2012,p62,0.000375455
a1_RE100,2012,p63,0.011134545
a1_RE100,2012,p64,0.035331818
a1_RE100,2012,p65,0.049669091
a1_RE100,2012,p66,0.002614545
a1_RE100,2012,p67,0.004929091
a1_RE100,2012,p68,0
a1_RE100,2012,p69,0
a1_RE100,2012,p7,0.007858182
a1_RE100,2012,p70,0
a1_RE100,2012,p71,0.000237273
a1_RE100,2012,p72,0.003996364
a1_RE100,2012,p73,0.000225455
a1_RE100,2012,p74,0
a1_RE100,2012,p75,0.001030909
a1_RE100,2012,p76,0.002195455
a1_RE100,2012,p77,0.000754545
a1_RE100,2012,p78,0.001532727
a1_RE100,2012,p79,0.002157273
a1_RE100,2012,p8,0.007994545
a1_RE100,2012,p80,0.030242727
a1_RE100,2012,p81,0.000872727
a1_RE100,2012,p82,0.000307273
a1_RE100,2012,p83,0.000359091
a1_RE100,2012,p84,0.000853636
a1_RE100,2012,p85,0
a1_RE100,2012,p86,0
a1_RE100,2012,p87,0
a1_RE100,2012,p88,0
a1_RE100,2012,p89,0
a1_RE100,2012,p9,0.968129091
a1_RE100,2012,p90,0
a1_RE100,2012,p91,0.00232
a1_RE100,2012,p92,0.044345455
a1_RE100,2012,p93,0
a1_RE100,2012,p94,0.021545455
a1_RE100,2012,p95,0
a1_RE100,2012,p96,0
a1_RE100,2012,p97,0.058629091
a1_RE100,2012,p98,0.10678
a1_RE100,2012,p99,0
a1_RE100,2014,p1,0.022368182
a1_RE100,2014,p10,4.666534636
a1_RE100,2014,p100,0.000441818
a1_RE100,2014,p101,0.093159091
a1_RE100,2014,p102,0.032365455
a1_RE100,2014,p103,0.0116
a1_RE100,2014,p104,0.000898182
a1_RE100,2014,p105,0.016709091
a1_RE100,2014,p106,0.080486364
a1_RE100,2014,p107,0.002394545
a1_RE100,2014,p108,0.000125455
a1_RE100,2014,p109,0.000145455
a1_RE100,2014,p11,0.254816364
a1_RE100,2014,p110,5.36E-05
a1_RE100,2014,p111,0.024606364
a1_RE100,2014,p112,0.060868182
a1_RE100,2014,p113,0.009905455
a1_RE100,2014,p114,0.009872727
a1_RE100,2014,p115,0.053354545
a1_RE100,2014,p116,0.020663636
a1_RE100,2014,p117,0.002273636
a1_RE100,2014,p118,0.002109091
a1_RE100,2014,p119,0.00865
a1_RE100,2014,p12,0.049285455
a1_RE100,2014,p120,0.006767273
a1_RE100,2014,p121,0.062351818
a1_RE100,2014,p122,0.169060909
a1_RE100,2014,p123,0.182776364
a1_RE100,2014,p124,6.55E-05
a1_RE100,2014,p125,0.053255455
a1_RE100,2014,p126,1.450418182
a1_RE100,2014,p127,0.26285
a1_RE100,2014,p128,0.096323636
a1_RE100,2014,p129,0.059547273
a1_RE100,2014,p13,0.590949091
a1_RE100,2014,p130,0.00471
a1_RE100,2014,p131,0.932922727
a1_RE100,2014,p132,0.11571
a1_RE100,2014,p133,0.008274545
a1_RE100,2014,p134,0.022936364
a1_RE100,2014,p14,0.000192727
a1_RE100,2014,p15,0.000352727
a1_RE100,2014,p16,0.000177273
a1_RE100,2014,p17,0.000311818
a1_RE100,2014,p18,0.000276364
a1_RE100,2014,p19,8.18E-06
a1_RE100,2014,p2,0.005422727
a1_RE100,2014,p20,0.000146364
a1_RE100,2014,p21,0.0001
a1_RE100,2014,p22,1.82E-05
a1_RE100,2014,p23,3.36E-05
a1_RE100,2014,p24,0.000168182
a1_RE100,2014,p25,0.016435455
a1_RE100,2014,p26,0.000857273
a1_RE100,2014,p27,0.029583636
a1_RE100,2014,p28,1.381289091
a1_RE100,2014,p29,0.012508182
a1_RE100,2014,p3,0.006367273
a1_RE100,2014,p30,0.222540909
a1_RE100,2014,p31,0.240456364
a1_RE100,2014,p32,0.003461818
a1_RE100,2014,p33,0.193242727
a1_RE100,2014,p34,0.174802727
a1_RE100,2014,p35,7.09E-05
a1_RE100,2014,p36,0.010274545
a1_RE100,2014,p37,0.012662727
a1_RE100,2014,p38,0.019474545
a1_RE100,2014,p39,0.002309091
a1_RE100,2014,p4,0.000975455
a1_RE100,2014,p40,0.010352727
a1_RE100,2014,p41,0.010275455
a1_RE100,2014,p42,0.000446364
a1_RE100,2014,p43,0.013817273
a1_RE100,2014,p44,0.002449091
a1_RE100,2014,p45,0.005012727
a1_RE100,2014,p46,0.00302
a1_RE100,2014,p47,0.069089091
a1_RE100,2014,p48,0.010610909
a1_RE100,2014,p49,9.09E-06
a1_RE100,2014,p5,0.05436
a1_RE100,2014,p50,0.000383636
a1_RE100,2014,p51,0.000147273
a1_RE100,2014,p52,0.001665455
a1_RE100,2014,p53,0.021270909
a1_RE100,2014,p54,0.02382
a1_RE100,2014,p55,0.022251818
a1_RE100,2014,p56,0.000776364
a1_RE100,2014,p57,0.001567273
a1_RE100,2014,p58,0.027808182
a1_RE100,2014,p59,0.011592727
a1_RE100,2014,p6,0.012359091
a1_RE100,2014,p60,0.001758182
a1_RE100,2014,p61,0.051227273
a1_RE100,2014,p62,0.001112727
a1_RE100,2014,p63,0.028283636
a1_RE100,2014,p64,0.036850909
a1_RE100,2014,p65,0.096268182
a1_RE100,2014,p66,0.003323636
a1_RE100,2014,p67,0.014053636
a1_RE100,2014,p68,0.001185455
a1_RE100,2014,p69,0.001700909
a1_RE100,2014,p7,0.00959
a1_RE100,2014,p70,0.012195455
a1_RE100,2014,p71,0.00329
a1_RE100,2014,p72,0.036593636
a1_RE100,2014,p73,0.001855455
a1_RE100,2014,p74,0.000642727
a1_RE100,2014,p75,0.00214
a1_RE100,2014,p76,0.003741818
a1_RE100,2014,p77,0.001451818
a1_RE100,2014,p78,0.002019091
a1_RE100,2014,p79,0.005638182
a1_RE100,2014,p8,0.027573636
a1_RE100,2014,p80,0.03412
a1_RE100,2014,p81,0.002595455
a1_RE100,2014,p82,0.000604545
a1_RE100,2014,p83,0.001341818
a1_RE100,2014,p84,0.007918182
a1_RE100,2014,p85,0.000824545
a1_RE100,2014,p86,6.73E-05
a1_RE100,2014,p87,0.000384545
a1_RE100,2014,p88,0.000111818
a1_RE100,2014,p89,0.000863636
a1_RE100,2014,p9,2.650325455
a1_RE100,2014,p90,0.000864545
a1_RE100,2014,p91,0.004333636
a1_RE100,2014,p92,0.094758182
a1_RE100,2014,p93,0.000189091
a1_RE100,2014,p94,0.096872727
a1_RE100,2014,p95,0.000481818
a1_RE100,2014,p96,0.00336
a1_RE100,2014,p97,0.159438182
a1_RE100,2014,p98,0.602183636
a1_RE100,2014,p99,0.006434545
a1_RE100,2016,p1,0.055182727
a1_RE100,2016,p10,9.328743636
a1_RE100,2016,p100,0.001206364
a1_RE100,2016,p101,0.386643636
a1_RE100,2016,p102,0.052003636
a1_RE100,2016,p103,0.029675455
a1_RE100,2016,p104,0.007585455
a1_RE100,2016,p105,0.050657273
a1_RE100,2016,p106,0.095243636
a1_RE100,2016,p107,0.030170909
a1_RE100,2016,p108,0.000556364
a1_RE100,2016,p109,0.010610909
a1_RE100,2016,p11,0.501398182
a1_RE100,2016,p110,0.000193636
a1_RE100,2016,p111,0.035113636
a1_RE100,2016,p112,0.073057273
a1_RE100,2016,p113,0.011287273
a1_RE100,2016,p114,0.011693636
a1_RE100,2016,p115,0.064961818
a1_RE100,2016,p116,0.033749091
a1_RE100,2016,p117,0.00322
a1_RE100,2016,p118,0.004356364
a1_RE100,2016,p119,0.010222727
a1_RE100,2016,p12,0.087603636
a1_RE100,2016,p120,0.007932727
a1_RE100,2016,p121,0.135045455
a1_RE100,2016,p122,0.208120909
a1_RE100,2016,p123,0.602931818
a1_RE100,2016,p124,0.080169091
a1_RE100,2016,p125,0.085916364
a1_RE100,2016,p126,2.000296364
a1_RE100,2016,p127,0.662194545
a1_RE100,2016,p128,0.222456364
a1_RE100,2016,p129,0.159383636
a1_RE100,2016,p13,1.544512727
a1_RE100,2016,p130,0.047460909
a1_RE100,2016,p131,1.85017
a1_RE100,2016,p132,0.30628
a1_RE100,2016,p133,0.019555455
a1_RE100,2016,p134,0.03697
a1_RE100,2016,p14,0.001130909
a1_RE100,2016,p15,0.123193636
a1_RE100,2016,p16,0.001227273
a1_RE100,2016,p17,0.001662727
a1_RE100,2016,p18,0.001531818
a1_RE100,2016,p19,4.45E-05
a1_RE100,2016,p2,0.009560909
a1_RE100,2016,p20,0.000829091
a1_RE100,2016,p21,0.000334545
a1_RE100,2016,p22,5.64E-05
a1_RE100,2016,p23,0.000105455
a1_RE100,2016,p24,0.000491818
a1_RE100,2016,p25,0.996790909
a1_RE100,2016,p26,0.009475455
a1_RE100,2016,p27,0.059022727
a1_RE100,2016,p28,2.065551818
a1_RE100,2016,p29,0.014905455
a1_RE100,2016,p3,0.016105455
a1_RE100,2016,p30,0.323897273
a1_RE100,2016,p31,0.325486364
a1_RE100,2016,p32,0.00628
a1_RE100,2016,p33,0.335674545
a1_RE100,2016,p34,0.419379091
a1_RE100,2016,p35,0.000415455
a1_RE100,2016,p36,0.016372727
a1_RE100,2016,p37,0.020596364
a1_RE100,2016,p38,0.03169
a1_RE100,2016,p39,0.003585455
a1_RE100,2016,p4,0.001620909
a1_RE100,2016,p40,0.018985455
a1_RE100,2016,p41,0.020698182
a1_RE100,2016,p42,0.002246364
a1_RE100,2016,p43,0.307112727
a1_RE100,2016,p44,0.005745455
a1_RE100,2016,p45,0.010124545
a1_RE100,2016,p46,0.00483
a1_RE100,2016,p47,0.240324545
a1_RE100,2016,p48,0.022761818
a1_RE100,2016,p49,1.82E-05
a1_RE100,2016,p5,0.111292727
a1_RE100,2016,p50,0.003382727
a1_RE100,2016,p51,0.00033
a1_RE100,2016,p52,0.003649091
a1_RE100,2016,p53,0.034520909
a1_RE100,2016,p54,0.041891818
a1_RE100,2016,p55,0.027731818
a1_RE100,2016,p56,0.00263
a1_RE100,2016,p57,0.003375455
a1_RE100,2016,p58,0.069860909
a1_RE100,2016,p59,0.01346
a1_RE100,2016,p6,0.023232727
a1_RE100,2016,p60,0.10441
a1_RE100,2016,p61,0.241963636
a1_RE100,2016,p62,0.003549091
a1_RE100,2016,p63,0.099308182
a1_RE100,2016,p64,0.047198182
a1_RE100,2016,p65,0.212389091
a1_RE100,2016,p66,0.006599091
a1_RE100,2016,p67,0.046988182
a1_RE100,2016,p68,0.021713636
a1_RE100,2016,p69,0.005738182
a1_RE100,2016,p7,0.069092727
a1_RE100,2016,p70,0.025410909
a1_RE100,2016,p71,0.007149091
a1_RE100,2016,p72,0.047335455
a1_RE100,2016,p73,0.008054545
a1_RE100,2016,p74,0.001494545
a1_RE100,2016,p75,0.002908182
a1_RE100,2016,p76,0.005644545
a1_RE100,2016,p77,0.002324545
a1_RE100,2016,p78,0.005142727
a1_RE100,2016,p79,0.008092727
a1_RE100,2016,p8,0.046565455
a1_RE100,2016,p80,0.044263636
a1_RE100,2016,p81,0.005100909
a1_RE100,2016,p82,0.000961818
a1_RE100,2016,p83,0.007825455
a1_RE100,2016,p84,0.010439091
a1_RE100,2016,p85,0.013494545
a1_RE100,2016,p86,0.000118182
a1_RE100,2016,p87,0.00076
a1_RE100,2016,p88,0.003310909
a1_RE100,2016,p89,0.07669
a1_RE100,2016,p9,4.735249091
a1_RE100,2016,p90,0.001709091
a1_RE100,2016,p91,0.008482727
a1_RE100,2016,p92,0.134988182
a1_RE100,2016,p93,0.000872727
a1_RE100,2016,p94,1.001218182
a1_RE100,2016,p95,0.016707273
a1_RE100,2016,p96,0.048089091
a1_RE100,2016,p97,0.486381818
a1_RE100,2016,p98,2.0058
a1_RE100,2016,p99,0.04486
a1_RE100,2018,p1,0.09039
a1_RE100,2018,p10,11.79784364
a1_RE100,2018,p100,0.015255455
a1_RE100,2018,p101,1.130782727
a1_RE100,2018,p102,0.411860909
a1_RE100,2018,p103,0.132086364
a1_RE100,2018,p104,0.009039091
a1_RE100,2018,p105,0.101252727
a1_RE100,2018,p106,0.105372727
a1_RE100,2018,p107,0.080336364
a1_RE100,2018,p108,0.004412727
a1_RE100,2018,p109,0.030881818
a1_RE100,2018,p11,0.757102727
a1_RE100,2018,p110,0.001989091
a1_RE100,2018,p111,0.073068182
a1_RE100,2018,p112,0.097737273
a1_RE100,2018,p113,0.016278182
a1_RE100,2018,p114,0.015751818
a1_RE100,2018,p115,0.086842727
a1_RE100,2018,p116,0.046739091
a1_RE100,2018,p117,0.003975455
a1_RE100,2018,p118,0.011693636
a1_RE100,2018,p119,0.014033636
a1_RE100,2018,p12,0.199447273
a1_RE100,2018,p120,0.009555455
a1_RE100,2018,p121,0.165090909
a1_RE100,2018,p122,0.290450909
a1_RE100,2018,p123,0.962757273
a1_RE100,2018,p124,0.100325455
a1_RE100,2018,p125,0.11677
a1_RE100,2018,p126,2.618364545
a1_RE100,2018,p127,1.22627
a1_RE100,2018,p128,0.398363636
a1_RE100,2018,p129,0.225667273
a1_RE100,2018,p13,1.856799091
a1_RE100,2018,p130,0.077767273
a1_RE100,2018,p131,2.899931818
a1_RE100,2018,p132,0.554586364
a1_RE100,2018,p133,0.11774
a1_RE100,2018,p134,0.056314545
a1_RE100,2018,p14,0.004832727
a1_RE100,2018,p15,0.217174545
a1_RE100,2018,p16,0.04536
a1_RE100,2018,p17,0.003525455
a1_RE100,2018,p18,0.017338182
a1_RE100,2018,p19,9.27E-05
a1_RE100,2018,p2,0.01502
a1_RE100,2018,p20,0.004768182
a1_RE100,2018,p21,0.092793636
a1_RE100,2018,p22,0.000206364
a1_RE100,2018,p23,0.000330909
a1_RE100,2018,p24,0.001577273
a1_RE100,2018,p25,1.126483636
a1_RE100,2018,p26,0.017127273
a1_RE100,2018,p27,0.137453636
a1_RE100,2018,p28,2.476993636
a1_RE100,2018,p29,0.017757273
a1_RE100,2018,p3,0.045536364
a1_RE100,2018,p30,0.423332727
a1_RE100,2018,p31,0.441427273
a1_RE100,2018,p32,0.009304545
a1_RE100,2018,p33,0.540370909
a1_RE100,2018,p34,0.483952727
a1_RE100,2018,p35,0.00089
a1_RE100,2018,p36,0.022359091
a1_RE100,2018,p37,0.028354545
a1_RE100,2018,p38,0.042409091
a1_RE100,2018,p39,0.004841818
a1_RE100,2018,p4,0.00246
a1_RE100,2018,p40,0.034782727
a1_RE100,2018,p41,0.02909
a1_RE100,2018,p42,0.015430909
a1_RE100,2018,p43,1.104132727
a1_RE100,2018,p44,0.128368182
a1_RE100,2018,p45,0.020291818
a1_RE100,2018,p46,0.024163636
a1_RE100,2018,p47,0.254213636
a1_RE100,2018,p48,0.039149091
a1_RE100,2018,p49,5.82E-05
a1_RE100,2018,p5,0.284239091
a1_RE100,2018,p50,0.034362727
a1_RE100,2018,p51,0.001045455
a1_RE100,2018,p52,0.004314545
a1_RE100,2018,p53,0.0506
a1_RE100,2018,p54,0.070111818
a1_RE100,2018,p55,0.044582727
a1_RE100,2018,p56,0.011804545
a1_RE100,2018,p57,0.00525
a1_RE100,2018,p58,0.088615455
a1_RE100,2018,p59,0.02012
a1_RE100,2018,p6,0.094952727
a1_RE100,2018,p60,0.25828
a1_RE100,2018,p61,0.994945455
a1_RE100,2018,p62,0.337410909
a1_RE100,2018,p63,0.31073
a1_RE100,2018,p64,0.071812727
a1_RE100,2018,p65,0.222693636
a1_RE100,2018,p66,0.009985455
a1_RE100,2018,p67,0.110766364
a1_RE100,2018,p68,0.087077273
a1_RE100,2018,p69,0.010315455
a1_RE100,2018,p7,0.080772727
a1_RE100,2018,p70,0.053010909
a1_RE100,2018,p71,0.008359091
a1_RE100,2018,p72,0.061964545
a1_RE100,2018,p73,0.008727273
a1_RE100,2018,p74,0.002335455
a1_RE100,2018,p75,0.00573
a1_RE100,2018,p76,0.01291
a1_RE100,2018,p77,0.007922727
a1_RE100,2018,p78,0.008117273
a1_RE100,2018,p79,0.014381818
a1_RE100,2018,p8,0.068054545
a1_RE100,2018,p80,0.072442727
a1_RE100,2018,p81,0.009432727
a1_RE100,2018,p82,0.001999091
a1_RE100,2018,p83,0.010024545
a1_RE100,2018,p84,0.015821818
a1_RE100,2018,p85,0.098929091
a1_RE100,2018,p86,0.000523636
a1_RE100,2018,p87,0.159973636
a1_RE100,2018,p88,0.003875455
a1_RE100,2018,p89,0.106204545
a1_RE100,2018,p9,6.821567273
a1_RE100,2018,p90,0.106279091
a1_RE100,2018,p91,0.141385455
a1_RE100,2018,p92,0.248194545
a1_RE100,2018,p93,0.004842727
a1_RE100,2018,p94,1.057618182
a1_RE100,2018,p95,0.072540909
a1_RE100,2018,p96,0.47623
a1_RE100,2018,p97,0.816791818
a1_RE100,2018,p98,3.296834545
a1_RE100,2018,p99,0.330502727
a1_RE100,2020,p1,0.155241818
a1_RE100,2020,p10,14.54958182
a1_RE100,2020,p100,0.018894545
a1_RE100,2020,p101,3.21196
a1_RE100,2020,p102,0.807566364
a1_RE100,2020,p103,0.196534545
a1_RE100,2020,p104,0.010006364
a1_RE100,2020,p105,0.158719091
a1_RE100,2020,p106,0.11436
a1_RE100,2020,p107,0.125862727
a1_RE100,2020,p108,0.004412727
a1_RE100,2020,p109,0.030881818
a1_RE100,2020,p11,1.004053636
a1_RE100,2020,p110,0.001989091
a1_RE100,2020,p111,0.084914545
a1_RE100,2020,p112,0.107
a1_RE100,2020,p113,0.032222727
a1_RE100,2020,p114,0.217325455
a1_RE100,2020,p115,0.120751818
a1_RE100,2020,p116,0.055789091
a1_RE100,2020,p117,0.004005455
a1_RE100,2020,p118,0.015150909
a1_RE100,2020,p119,0.016814545
a1_RE100,2020,p12,0.653059091
a1_RE100,2020,p120,0.011136364
a1_RE100,2020,p121,0.236548182
a1_RE100,2020,p122,0.448479091
a1_RE100,2020,p123,8.983475729
a1_RE100,2020,p124,0.100572727
a1_RE100,2020,p125,0.140070909
a1_RE100,2020,p126,3.165444243
a1_RE100,2020,p127,1.590080909
a1_RE100,2020,p128,0.550368182
a1_RE100,2020,p129,0.262224545
a1_RE100,2020,p13,2.293169091
a1_RE100,2020,p130,0.108963636
a1_RE100,2020,p131,3.194173636
a1_RE100,2020,p132,1.655924851
a1_RE100,2020,p133,0.219095455
a1_RE100,2020,p134,0.067745455
a1_RE100,2020,p14,0.009793636
a1_RE100,2020,p15,0.239087273
a1_RE100,2020,p16,0.152536364
a1_RE100,2020,p17,0.004487273
a1_RE100,2020,p18,0.01815
a1_RE100,2020,p19,0.000112727
a1_RE100,2020,p2,0.021497273
a1_RE100,2020,p20,0.005244545
a1_RE100,2020,p21,0.093161818
a1_RE100,2020,p22,0.0003
a1_RE100,2020,p23,0.000527273
a1_RE100,2020,p24,0.002341818
a1_RE100,2020,p25,1.698355455
a1_RE100,2020,p26,0.07996
a1_RE100,2020,p27,0.141562727
a1_RE100,2020,p28,2.797966364
a1_RE100,2020,p29,0.018199091
a1_RE100,2020,p3,0.055902727
a1_RE100,2020,p30,0.439304545
a1_RE100,2020,p31,0.510124545
a1_RE100,2020,p32,0.010188182
a1_RE100,2020,p33,0.682931818
a1_RE100,2020,p34,0.60455
a1_RE100,2020,p35,0.001066364
a1_RE100,2020,p36,0.023747273
a1_RE100,2020,p37,0.029233636
a1_RE100,2020,p38,0.044118182
a1_RE100,2020,p39,0.005173636
a1_RE100,2020,p4,0.002644545
a1_RE100,2020,p40,0.036378182
a1_RE100,2020,p41,0.030162727
a1_RE100,2020,p42,0.017276364
a1_RE100,2020,p43,1.265711818
a1_RE100,2020,p44,0.135759091
a1_RE100,2020,p45,0.025807273
a1_RE100,2020,p46,0.035752727
a1_RE100,2020,p47,0.261799091
a1_RE100,2020,p48,0.041571818
a1_RE100,2020,p49,0.000199091
a1_RE100,2020,p5,0.315517273
a1_RE100,2020,p50,0.04307
a1_RE100,2020,p51,0.003465455
a1_RE100,2020,p52,0.004765455
a1_RE100,2020,p53,0.066674545
a1_RE100,2020,p54,0.073069091
a1_RE100,2020,p55,0.045755455
a1_RE100,2020,p56,0.01862
a1_RE100,2020,p57,0.006069091
a1_RE100,2020,p58,0.191435455
a1_RE100,2020,p59,0.021959091
a1_RE100,2020,p6,0.113097273
a1_RE100,2020,p60,1.027660909
