tech,scenario,region,year,Capacity (GW)
upv,a1_RE100,p103,2030,0.324202706
upv,a1_RE100,p103,2032,0
upv,a1_RE100,p103,2034,1.215359451
upv,a1_RE100,p103,2036,1.209107602
upv,a1_RE100,p103,2038,1.181694942
upv,a1_RE100,p103,2040,0.217439303
upv,a1_RE100,p103,2042,0
upv,a1_RE100,p103,2044,0
upv,a1_RE100,p103,2046,0
upv,a1_RE100,p103,2048,0
upv,a1_RE100,p103,2050,0.0407
upv,a1_RE100,p104,2012,0
upv,a1_RE100,p104,2014,0
upv,a1_RE100,p104,2016,0
upv,a1_RE100,p104,2018,0
upv,a1_RE100,p104,2020,0
upv,a1_RE100,p104,2022,0
upv,a1_RE100,p104,2024,0
upv,a1_RE100,p104,2026,0
upv,a1_RE100,p104,2028,1.122734769
upv,a1_RE100,p104,2030,5.675370135
upv,a1_RE100,p104,2032,0
upv,a1_RE100,p104,2034,0.030249888
upv,a1_RE100,p104,2036,0.03693631
upv,a1_RE100,p104,2038,0.106427926
upv,a1_RE100,p104,2040,0.379286039
upv,a1_RE100,p104,2042,1.452905223
upv,a1_RE100,p104,2044,0.836739183
upv,a1_RE100,p104,2046,0.20367425
upv,a1_RE100,p104,2048,0.982548901
upv,a1_RE100,p104,2050,0
upv,a1_RE100,p105,2012,0
upv,a1_RE100,p105,2014,0
upv,a1_RE100,p105,2016,0.0051
upv,a1_RE100,p105,2018,0.00655
upv,a1_RE100,p105,2020,0.01155
upv,a1_RE100,p105,2022,0
upv,a1_RE100,p105,2024,0
upv,a1_RE100,p105,2026,0
upv,a1_RE100,p105,2028,0.162327385
upv,a1_RE100,p105,2030,0.001143777
upv,a1_RE100,p105,2032,5.23E-05
upv,a1_RE100,p105,2034,0.659954991
upv,a1_RE100,p105,2036,0
upv,a1_RE100,p105,2038,0.103391586
upv,a1_RE100,p105,2040,0.883378852
upv,a1_RE100,p105,2042,0.518018182
upv,a1_RE100,p105,2044,0.165969133
upv,a1_RE100,p105,2046,0.150512532
upv,a1_RE100,p105,2048,0.0051
upv,a1_RE100,p105,2050,0.162977675
upv,a1_RE100,p106,2012,0
upv,a1_RE100,p106,2014,0.026786
upv,a1_RE100,p106,2016,0
upv,a1_RE100,p106,2018,0
upv,a1_RE100,p106,2020,0
upv,a1_RE100,p106,2022,6.121637385
upv,a1_RE100,p106,2024,0
upv,a1_RE100,p106,2026,0
upv,a1_RE100,p106,2028,0
upv,a1_RE100,p106,2030,0
upv,a1_RE100,p106,2032,0
upv,a1_RE100,p106,2034,0
upv,a1_RE100,p106,2036,0
upv,a1_RE100,p106,2038,0
upv,a1_RE100,p106,2040,0
upv,a1_RE100,p106,2042,0
upv,a1_RE100,p106,2044,0
upv,a1_RE100,p106,2046,0
upv,a1_RE100,p106,2048,0
upv,a1_RE100,p106,2050,0
upv,a1_RE100,p107,2012,0
upv,a1_RE100,p107,2014,0
upv,a1_RE100,p107,2016,0.0052
upv,a1_RE100,p107,2018,0.01225
upv,a1_RE100,p107,2020,0.01085
upv,a1_RE100,p107,2022,0
upv,a1_RE100,p107,2024,0
upv,a1_RE100,p107,2026,0
upv,a1_RE100,p107,2028,0.350694793
upv,a1_RE100,p107,2030,0.007421706
upv,a1_RE100,p107,2032,0.855947501
upv,a1_RE100,p107,2034,0.01604695
upv,a1_RE100,p107,2036,0.000465536
upv,a1_RE100,p107,2038,0.113041473
upv,a1_RE100,p107,2040,0
upv,a1_RE100,p107,2042,0
upv,a1_RE100,p107,2044,0
upv,a1_RE100,p107,2046,0
upv,a1_RE100,p107,2048,0.0052
upv,a1_RE100,p107,2050,0
upv,a1_RE100,p108,2012,0
upv,a1_RE100,p108,2014,0
upv,a1_RE100,p108,2016,0
upv,a1_RE100,p108,2018,0
upv,a1_RE100,p108,2020,0
upv,a1_RE100,p108,2022,0
upv,a1_RE100,p108,2024,0
upv,a1_RE100,p108,2026,0
upv,a1_RE100,p108,2028,4.420122547
upv,a1_RE100,p108,2030,9.655612721
upv,a1_RE100,p108,2032,0.364742201
upv,a1_RE100,p108,2034,0.082549425
upv,a1_RE100,p108,2036,0
upv,a1_RE100,p108,2038,0
upv,a1_RE100,p108,2040,0
upv,a1_RE100,p108,2042,0
upv,a1_RE100,p108,2044,0
upv,a1_RE100,p108,2046,0
upv,a1_RE100,p108,2048,0
upv,a1_RE100,p108,2050,0
upv,a1_RE100,p109,2012,0
upv,a1_RE100,p109,2014,0
upv,a1_RE100,p109,2016,0.00305
upv,a1_RE100,p109,2018,0.00425
upv,a1_RE100,p109,2020,0
upv,a1_RE100,p109,2022,0.04
upv,a1_RE100,p109,2024,0
upv,a1_RE100,p109,2026,0
upv,a1_RE100,p109,2028,0
upv,a1_RE100,p109,2030,0.019552418
upv,a1_RE100,p109,2032,0.541428525
upv,a1_RE100,p109,2034,1.430423692
upv,a1_RE100,p109,2036,1.697586502
upv,a1_RE100,p109,2038,0.000230477
upv,a1_RE100,p109,2040,1.594114515
upv,a1_RE100,p109,2042,0.00012396
upv,a1_RE100,p109,2044,0.023994536
upv,a1_RE100,p109,2046,0.040498799
upv,a1_RE100,p109,2048,0.017225458
upv,a1_RE100,p109,2050,0.010027027
upv,a1_RE100,p11,2012,0
upv,a1_RE100,p11,2014,0.02115
upv,a1_RE100,p11,2016,0
upv,a1_RE100,p11,2018,0.01
upv,a1_RE100,p11,2020,0.04
upv,a1_RE100,p11,2022,0
upv,a1_RE100,p11,2024,0.032704122
upv,a1_RE100,p11,2026,0.272307004
upv,a1_RE100,p11,2028,0.031894863
upv,a1_RE100,p11,2030,0.026844465
upv,a1_RE100,p11,2032,0.082402931
upv,a1_RE100,p11,2034,0.613307077
upv,a1_RE100,p11,2036,0
upv,a1_RE100,p11,2038,0.000283348
upv,a1_RE100,p11,2040,0.02018653
upv,a1_RE100,p11,2042,0
upv,a1_RE100,p11,2044,0
upv,a1_RE100,p11,2046,0.02115
upv,a1_RE100,p11,2048,0
upv,a1_RE100,p11,2050,0.01
upv,a1_RE100,p110,2012,0
upv,a1_RE100,p110,2014,0
upv,a1_RE100,p110,2016,0
upv,a1_RE100,p110,2018,0
upv,a1_RE100,p110,2020,0
upv,a1_RE100,p110,2022,0
upv,a1_RE100,p110,2024,0
upv,a1_RE100,p110,2026,0
upv,a1_RE100,p110,2028,0
upv,a1_RE100,p110,2030,0.59666615
upv,a1_RE100,p110,2032,0.015444619
upv,a1_RE100,p110,2034,0.156978842
upv,a1_RE100,p110,2036,0.023065465
upv,a1_RE100,p110,2038,0
upv,a1_RE100,p110,2040,0
upv,a1_RE100,p110,2042,0
upv,a1_RE100,p110,2044,0
upv,a1_RE100,p110,2046,0
upv,a1_RE100,p110,2048,0
upv,a1_RE100,p110,2050,0
upv,a1_RE100,p111,2012,0
upv,a1_RE100,p111,2014,0
upv,a1_RE100,p111,2016,0
upv,a1_RE100,p111,2018,0.01
upv,a1_RE100,p111,2020,0
upv,a1_RE100,p111,2022,0
upv,a1_RE100,p111,2024,0
upv,a1_RE100,p111,2026,0
upv,a1_RE100,p111,2028,0
upv,a1_RE100,p111,2030,0.389362887
upv,a1_RE100,p111,2032,0.675120805
upv,a1_RE100,p111,2034,4.997203303
upv,a1_RE100,p111,2036,0.297673442
upv,a1_RE100,p111,2038,0.441641497
upv,a1_RE100,p111,2040,1.146438065
upv,a1_RE100,p111,2042,0
upv,a1_RE100,p111,2044,0
upv,a1_RE100,p111,2046,0
upv,a1_RE100,p111,2048,0
upv,a1_RE100,p111,2050,0.01
upv,a1_RE100,p112,2012,0.004
upv,a1_RE100,p112,2014,0
upv,a1_RE100,p112,2016,0
upv,a1_RE100,p112,2018,0
upv,a1_RE100,p112,2020,0
upv,a1_RE100,p112,2022,0.15
upv,a1_RE100,p112,2024,0
upv,a1_RE100,p112,2026,0
upv,a1_RE100,p112,2028,0
upv,a1_RE100,p112,2030,0.033603602
upv,a1_RE100,p112,2032,0.554889321
upv,a1_RE100,p112,2034,0
upv,a1_RE100,p112,2036,0.002805367
upv,a1_RE100,p112,2038,0.24331125
upv,a1_RE100,p112,2040,1.89186008
upv,a1_RE100,p112,2042,0.005
upv,a1_RE100,p112,2044,0
upv,a1_RE100,p112,2046,0
upv,a1_RE100,p112,2048,0.004
upv,a1_RE100,p112,2050,0
upv,a1_RE100,p113,2012,0
upv,a1_RE100,p113,2014,0
upv,a1_RE100,p113,2016,0
upv,a1_RE100,p113,2018,0
upv,a1_RE100,p113,2020,0.0063
upv,a1_RE100,p113,2022,0
upv,a1_RE100,p113,2024,0
upv,a1_RE100,p113,2026,0
upv,a1_RE100,p113,2028,0
upv,a1_RE100,p113,2030,3.214820129
upv,a1_RE100,p113,2032,1.748962391
upv,a1_RE100,p113,2034,0
upv,a1_RE100,p113,2036,0
upv,a1_RE100,p113,2038,0.006646242
upv,a1_RE100,p113,2040,1.584384517
upv,a1_RE100,p113,2042,0
upv,a1_RE100,p113,2044,0
upv,a1_RE100,p113,2046,0
upv,a1_RE100,p113,2048,0
upv,a1_RE100,p113,2050,0
upv,a1_RE100,p114,2012,0
upv,a1_RE100,p114,2014,0
upv,a1_RE100,p114,2016,0
upv,a1_RE100,p114,2018,0
upv,a1_RE100,p114,2020,0.1
upv,a1_RE100,p114,2022,0.018325464
upv,a1_RE100,p114,2024,0
upv,a1_RE100,p114,2026,0
upv,a1_RE100,p114,2028,0.000505469
upv,a1_RE100,p114,2030,4.419471688
upv,a1_RE100,p114,2032,0
upv,a1_RE100,p114,2034,0
upv,a1_RE100,p114,2036,0
upv,a1_RE100,p114,2038,0
upv,a1_RE100,p114,2040,0
upv,a1_RE100,p114,2042,0
upv,a1_RE100,p114,2044,0
upv,a1_RE100,p114,2046,0
upv,a1_RE100,p114,2048,0
upv,a1_RE100,p114,2050,0
upv,a1_RE100,p115,2012,0
upv,a1_RE100,p115,2014,0
upv,a1_RE100,p115,2016,0
upv,a1_RE100,p115,2018,0
upv,a1_RE100,p115,2020,0
upv,a1_RE100,p115,2022,0
upv,a1_RE100,p115,2024,0
upv,a1_RE100,p115,2026,0
upv,a1_RE100,p115,2028,0
upv,a1_RE100,p115,2030,0.012922552
upv,a1_RE100,p115,2032,0.017469864
upv,a1_RE100,p115,2034,0.104246906
upv,a1_RE100,p115,2036,4.56E-05
upv,a1_RE100,p115,2038,0.000130974
upv,a1_RE100,p115,2040,0.000861296
upv,a1_RE100,p115,2042,0.000364685
upv,a1_RE100,p115,2044,0
upv,a1_RE100,p115,2046,0
upv,a1_RE100,p115,2048,0.044756896
upv,a1_RE100,p115,2050,0
upv,a1_RE100,p116,2012,0
upv,a1_RE100,p116,2014,0
upv,a1_RE100,p116,2016,0
upv,a1_RE100,p116,2018,0
upv,a1_RE100,p116,2020,0
upv,a1_RE100,p116,2022,0
upv,a1_RE100,p116,2024,0
upv,a1_RE100,p116,2026,0.002264924
upv,a1_RE100,p116,2028,4.82724569
upv,a1_RE100,p116,2030,3.55102354
upv,a1_RE100,p116,2032,0
upv,a1_RE100,p116,2034,0
upv,a1_RE100,p116,2036,0
upv,a1_RE100,p116,2038,0
upv,a1_RE100,p116,2040,0
upv,a1_RE100,p116,2042,0
upv,a1_RE100,p116,2044,0
upv,a1_RE100,p116,2046,0
upv,a1_RE100,p116,2048,0
upv,a1_RE100,p116,2050,0
upv,a1_RE100,p117,2012,0
upv,a1_RE100,p117,2014,0
upv,a1_RE100,p117,2016,0
upv,a1_RE100,p117,2018,0
upv,a1_RE100,p117,2020,0
upv,a1_RE100,p117,2022,0
upv,a1_RE100,p117,2024,2.71E-05
upv,a1_RE100,p117,2026,2.50E-05
upv,a1_RE100,p117,2028,2.16E-05
upv,a1_RE100,p117,2030,0
upv,a1_RE100,p117,2032,0
upv,a1_RE100,p117,2034,0
upv,a1_RE100,p117,2036,0
upv,a1_RE100,p117,2038,0
upv,a1_RE100,p117,2040,0
upv,a1_RE100,p117,2042,0
upv,a1_RE100,p117,2044,0
upv,a1_RE100,p117,2046,0
upv,a1_RE100,p117,2048,0
upv,a1_RE100,p117,2050,0.135563263
upv,a1_RE100,p118,2012,0
upv,a1_RE100,p118,2014,0
upv,a1_RE100,p118,2016,0
upv,a1_RE100,p118,2018,0
upv,a1_RE100,p118,2020,0
upv,a1_RE100,p118,2022,0
upv,a1_RE100,p118,2024,0.010515049
upv,a1_RE100,p118,2026,0
upv,a1_RE100,p118,2028,0
upv,a1_RE100,p118,2030,0
upv,a1_RE100,p118,2032,0
upv,a1_RE100,p118,2034,0
upv,a1_RE100,p118,2036,0.045733474
upv,a1_RE100,p118,2038,0.036777355
upv,a1_RE100,p118,2040,2.075327983
upv,a1_RE100,p118,2042,0.235761213
upv,a1_RE100,p118,2044,0.348090466
upv,a1_RE100,p118,2046,0.756963692
upv,a1_RE100,p118,2048,0
upv,a1_RE100,p118,2050,0
upv,a1_RE100,p119,2012,0
upv,a1_RE100,p119,2014,0
upv,a1_RE100,p119,2016,0
upv,a1_RE100,p119,2018,0
upv,a1_RE100,p119,2020,0
upv,a1_RE100,p119,2022,0
upv,a1_RE100,p119,2024,0
upv,a1_RE100,p119,2026,0
upv,a1_RE100,p119,2028,0
upv,a1_RE100,p119,2030,0
upv,a1_RE100,p119,2032,0
upv,a1_RE100,p119,2034,0
upv,a1_RE100,p119,2036,0
upv,a1_RE100,p119,2038,0
upv,a1_RE100,p119,2040,0
upv,a1_RE100,p119,2042,0
upv,a1_RE100,p119,2044,0
upv,a1_RE100,p119,2046,0
upv,a1_RE100,p119,2048,0
upv,a1_RE100,p119,2050,0
upv,a1_RE100,p12,2012,0.0109
upv,a1_RE100,p12,2014,0
upv,a1_RE100,p12,2016,0
upv,a1_RE100,p12,2018,0.0473
upv,a1_RE100,p12,2020,0.22485
upv,a1_RE100,p12,2022,0.0505
upv,a1_RE100,p12,2024,0
upv,a1_RE100,p12,2026,0
upv,a1_RE100,p12,2028,3.03E-05
upv,a1_RE100,p12,2030,0
upv,a1_RE100,p12,2032,0
upv,a1_RE100,p12,2034,0.001069902
upv,a1_RE100,p12,2036,0.225919645
upv,a1_RE100,p12,2038,0
upv,a1_RE100,p12,2040,0.0013578
upv,a1_RE100,p12,2042,0
upv,a1_RE100,p12,2044,0.0109
upv,a1_RE100,p12,2046,0
upv,a1_RE100,p12,2048,0
upv,a1_RE100,p12,2050,0.0473
upv,a1_RE100,p120,2012,0
upv,a1_RE100,p120,2014,0
upv,a1_RE100,p120,2016,0
upv,a1_RE100,p120,2018,0
upv,a1_RE100,p120,2020,0
upv,a1_RE100,p120,2022,0
upv,a1_RE100,p120,2024,0
upv,a1_RE100,p120,2026,0
upv,a1_RE100,p120,2028,0
upv,a1_RE100,p120,2030,0
upv,a1_RE100,p120,2032,0
upv,a1_RE100,p120,2034,0
upv,a1_RE100,p120,2036,0
upv,a1_RE100,p120,2038,0
upv,a1_RE100,p120,2040,0
upv,a1_RE100,p120,2042,0
upv,a1_RE100,p120,2044,0
upv,a1_RE100,p120,2046,0
upv,a1_RE100,p120,2048,0
upv,a1_RE100,p120,2050,0
upv,a1_RE100,p121,2012,0.00685
upv,a1_RE100,p121,2014,0.01045
upv,a1_RE100,p121,2016,0.01235
upv,a1_RE100,p121,2018,0
upv,a1_RE100,p121,2020,0.03125
upv,a1_RE100,p121,2022,0
upv,a1_RE100,p121,2024,0
upv,a1_RE100,p121,2026,0
upv,a1_RE100,p121,2028,0
upv,a1_RE100,p121,2030,0
upv,a1_RE100,p121,2032,0
upv,a1_RE100,p121,2034,0
upv,a1_RE100,p121,2036,0
upv,a1_RE100,p121,2038,0
upv,a1_RE100,p121,2040,0
upv,a1_RE100,p121,2042,0
upv,a1_RE100,p121,2044,0
upv,a1_RE100,p121,2046,0
upv,a1_RE100,p121,2048,0
upv,a1_RE100,p121,2050,0
upv,a1_RE100,p122,2012,0.0075
upv,a1_RE100,p122,2014,0
upv,a1_RE100,p122,2016,0
upv,a1_RE100,p122,2018,0
upv,a1_RE100,p122,2020,0
upv,a1_RE100,p122,2022,0.156894714
upv,a1_RE100,p122,2024,0
upv,a1_RE100,p122,2026,0.916082362
upv,a1_RE100,p122,2028,1.482160057
upv,a1_RE100,p122,2030,1.746514085
upv,a1_RE100,p122,2032,1.424790366
upv,a1_RE100,p122,2034,2.923991775
upv,a1_RE100,p122,2036,2.065628002
upv,a1_RE100,p122,2038,1.257169428
upv,a1_RE100,p122,2040,1.515680268
upv,a1_RE100,p122,2042,1.894218672
upv,a1_RE100,p122,2044,1.623785631
upv,a1_RE100,p122,2046,0.831496487
upv,a1_RE100,p122,2048,0
upv,a1_RE100,p122,2050,0
upv,a1_RE100,p123,2012,0.00275
upv,a1_RE100,p123,2014,0
upv,a1_RE100,p123,2016,0.0192
upv,a1_RE100,p123,2018,0.0435
upv,a1_RE100,p123,2020,3.943361956
upv,a1_RE100,p123,2022,0.01835
upv,a1_RE100,p123,2024,0
upv,a1_RE100,p123,2026,0.048815053
upv,a1_RE100,p123,2028,0
upv,a1_RE100,p123,2030,1.391620772
upv,a1_RE100,p123,2032,0.183322143
upv,a1_RE100,p123,2034,0.580243663
upv,a1_RE100,p123,2036,0.269656325
upv,a1_RE100,p123,2038,0.091519634
upv,a1_RE100,p123,2040,1.489616147
upv,a1_RE100,p123,2042,0
upv,a1_RE100,p123,2044,0
upv,a1_RE100,p123,2046,0.00275
upv,a1_RE100,p123,2048,0.0192
upv,a1_RE100,p123,2050,0.012003972
upv,a1_RE100,p124,2012,0
upv,a1_RE100,p124,2014,0
upv,a1_RE100,p124,2016,0.04
upv,a1_RE100,p124,2018,0.01
upv,a1_RE100,p124,2020,0
upv,a1_RE100,p124,2022,0
upv,a1_RE100,p124,2024,0
upv,a1_RE100,p124,2026,0
upv,a1_RE100,p124,2028,0
upv,a1_RE100,p124,2030,0
upv,a1_RE100,p124,2032,0
upv,a1_RE100,p124,2034,0
upv,a1_RE100,p124,2036,0
upv,a1_RE100,p124,2038,0
upv,a1_RE100,p124,2040,0
upv,a1_RE100,p124,2042,0
upv,a1_RE100,p124,2044,0
upv,a1_RE100,p124,2046,0
upv,a1_RE100,p124,2048,0
upv,a1_RE100,p124,2050,0
upv,a1_RE100,p125,2012,0.0109
upv,a1_RE100,p125,2014,0
upv,a1_RE100,p125,2016,0
upv,a1_RE100,p125,2018,0
upv,a1_RE100,p125,2020,0
upv,a1_RE100,p125,2022,0
upv,a1_RE100,p125,2024,0
upv,a1_RE100,p125,2026,0.001414185
upv,a1_RE100,p125,2028,0.000365341
upv,a1_RE100,p125,2030,0.00066274
upv,a1_RE100,p125,2032,0.000685308
upv,a1_RE100,p125,2034,3.617464118
upv,a1_RE100,p125,2036,0
upv,a1_RE100,p125,2038,0
upv,a1_RE100,p125,2040,0
upv,a1_RE100,p125,2042,0
upv,a1_RE100,p125,2044,0
upv,a1_RE100,p125,2046,0
upv,a1_RE100,p125,2048,0
upv,a1_RE100,p125,2050,0
upv,a1_RE100,p126,2012,0.05255
upv,a1_RE100,p126,2014,0.02455
upv,a1_RE100,p126,2016,0.0519
upv,a1_RE100,p126,2018,0.0498
upv,a1_RE100,p126,2020,0.115656212
upv,a1_RE100,p126,2022,0
upv,a1_RE100,p126,2024,0
upv,a1_RE100,p126,2026,0
upv,a1_RE100,p126,2028,0
upv,a1_RE100,p126,2030,0
upv,a1_RE100,p126,2032,0.293260427
upv,a1_RE100,p126,2034,0.701358048
upv,a1_RE100,p126,2036,0.626785675
upv,a1_RE100,p126,2038,0.775865769
upv,a1_RE100,p126,2040,0.689165951
upv,a1_RE100,p126,2042,0.428000801
upv,a1_RE100,p126,2044,0.160682071
upv,a1_RE100,p126,2046,0.02455
upv,a1_RE100,p126,2048,0.0519
upv,a1_RE100,p126,2050,0.0498
upv,a1_RE100,p127,2012,0
upv,a1_RE100,p127,2014,0
upv,a1_RE100,p127,2016,0
upv,a1_RE100,p127,2018,0
upv,a1_RE100,p127,2020,0.075
upv,a1_RE100,p127,2022,0.05
upv,a1_RE100,p127,2024,0
upv,a1_RE100,p127,2026,1.567775385
upv,a1_RE100,p127,2028,0.383997606
upv,a1_RE100,p127,2030,3.011251385
upv,a1_RE100,p127,2032,1.529639277
upv,a1_RE100,p127,2034,2.010036542
upv,a1_RE100,p127,2036,3.007491494
upv,a1_RE100,p127,2038,2.352190444
upv,a1_RE100,p127,2040,1.070895789
upv,a1_RE100,p127,2042,2.113836581
upv,a1_RE100,p127,2044,2.845901497
upv,a1_RE100,p127,2046,0
upv,a1_RE100,p127,2048,0
upv,a1_RE100,p127,2050,0
upv,a1_RE100,p128,2012,0.01575
upv,a1_RE100,p128,2014,0
upv,a1_RE100,p128,2016,0.0035
upv,a1_RE100,p128,2018,0.01695
upv,a1_RE100,p128,2020,0.01
upv,a1_RE100,p128,2022,0
upv,a1_RE100,p128,2024,0
upv,a1_RE100,p128,2026,0
upv,a1_RE100,p128,2028,0
upv,a1_RE100,p128,2030,0
upv,a1_RE100,p128,2032,0
upv,a1_RE100,p128,2034,0
upv,a1_RE100,p128,2036,0
upv,a1_RE100,p128,2038,0
upv,a1_RE100,p128,2040,0
upv,a1_RE100,p128,2042,0
upv,a1_RE100,p128,2044,0.01575
upv,a1_RE100,p128,2046,0
upv,a1_RE100,p128,2048,0
upv,a1_RE100,p128,2050,0
upv,a1_RE100,p129,2012,0
upv,a1_RE100,p129,2014,0
upv,a1_RE100,p129,2016,0.005
upv,a1_RE100,p129,2018,0.0123
upv,a1_RE100,p129,2020,0.005
upv,a1_RE100,p129,2022,0
upv,a1_RE100,p129,2024,0
upv,a1_RE100,p129,2026,0
upv,a1_RE100,p129,2028,0
upv,a1_RE100,p129,2030,0
upv,a1_RE100,p129,2032,0
upv,a1_RE100,p129,2034,0.259777819
upv,a1_RE100,p129,2036,0.075394872
upv,a1_RE100,p129,2038,0.273106108
upv,a1_RE100,p129,2040,0.156292585
upv,a1_RE100,p129,2042,0
upv,a1_RE100,p129,2044,0
upv,a1_RE100,p129,2046,0
upv,a1_RE100,p129,2048,0
upv,a1_RE100,p129,2050,0.0173
upv,a1_RE100,p13,2012,0.107
upv,a1_RE100,p13,2014,0.13875
upv,a1_RE100,p13,2016,0.4165
upv,a1_RE100,p13,2018,0.1145
upv,a1_RE100,p13,2020,0.19625
upv,a1_RE100,p13,2022,0.23
upv,a1_RE100,p13,2024,0
upv,a1_RE100,p13,2026,0.161689613
upv,a1_RE100,p13,2028,0.045872613
upv,a1_RE100,p13,2030,4.43E-05
upv,a1_RE100,p13,2032,0.028980342
upv,a1_RE100,p13,2034,0.039573429
upv,a1_RE100,p13,2036,0.415374228
upv,a1_RE100,p13,2038,0.296277695
upv,a1_RE100,p13,2040,1.706684348
upv,a1_RE100,p13,2042,0.024
upv,a1_RE100,p13,2044,0.272052455
upv,a1_RE100,p13,2046,0.063028311
upv,a1_RE100,p13,2048,1.016725931
upv,a1_RE100,p13,2050,0.1145
upv,a1_RE100,p130,2012,0
upv,a1_RE100,p130,2014,0
upv,a1_RE100,p130,2016,0
upv,a1_RE100,p130,2018,0
upv,a1_RE100,p130,2020,0
upv,a1_RE100,p130,2022,0
upv,a1_RE100,p130,2024,0
upv,a1_RE100,p130,2026,0
upv,a1_RE100,p130,2028,0
upv,a1_RE100,p130,2030,0
upv,a1_RE100,p130,2032,0.245042832
upv,a1_RE100,p130,2034,0.270985947
upv,a1_RE100,p130,2036,0.237164865
upv,a1_RE100,p130,2038,0.281972125
upv,a1_RE100,p130,2040,0.40884206
