,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
22,2017,669.378307488,17.7,32.6,35.0,2.8,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,674.128557356,18.4,33.8,36.0,2.8,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,708.621554267,19.2,35.0,37.0,2.8,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,736.862,20.0,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,802.4452,20.9,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,873.8611,21.1,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,951.6353,21.86075153,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,1036.3299,22.31841513,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,1128.5654,22.64893163,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,1229.0061,22.90866717,39.0,42.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,1338.3893,23.1230961,41.0,44.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,1457.5034,23.3059583,41.0,44.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,1587.2244,23.46552924,41.0,44.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,1728.4867,23.6071874,41.0,44.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,1882.3196,23.73462942,41.0,44.0,2.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,2049.8473,23.85050733,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,2232.2816,23.9567895,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,2430.9584,24.05497781,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,2647.3085,24.14624472,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,2882.9233,24.23152341,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,3139.5037,24.31156892,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,3418.9185,24.38700095,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,3723.1971,24.4583345,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,4054.566,24.52600228,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,4415.4196,24.5903714,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,4808.3932,24.65175604,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,5236.3411,24.71042724,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,5702.3731,24.7666204,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,6209.8837,24.82054137,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,6762.5667,24.87237115,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,7364.4371,24.92226981,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,8019.8676,24.97037955,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,8733.6397,25.01682731,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,9510.9291,25.06172689,41.0,44.0,2.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
