,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
36,2031,9024.820000000002,23.73462942,41.0,44.0,2.0,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,9828.035000000002,23.85050733,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,10702.72,23.9567895,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,11655.28,24.05497781,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,12692.575,24.14624472,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,13822.235,24.23152341,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,15052.415,24.31156892,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,16392.075,24.38700095,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,17850.945000000003,24.4583345,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,19439.7,24.52600228,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,21169.820000000003,24.5903714,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,23053.94,24.65175604,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,25105.745000000003,24.71042724,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,27340.145000000004,24.7666204,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,29773.415000000005,24.82054137,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,32423.265000000003,24.87237115,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,35308.94500000001,24.92226981,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,38451.420000000006,24.97037955,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,41873.615000000005,25.01682731,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,45600.345,25.06172689,41.0,44.0,2.0,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
