,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
34,2029,2957.0208,23.46552924,41.0,44.0,2.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,3220.1944000000003,23.6071874,41.0,44.0,2.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,3506.7872,23.73462942,41.0,44.0,2.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,3818.8936,23.85050733,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,4158.7712,23.9567895,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,4528.9088,24.05497781,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,4931.972000000001,24.14624472,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,5370.9256000000005,24.23152341,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,5848.9384,24.31156892,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,6369.492,24.38700095,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,6936.367200000001,24.4583345,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,7553.712,24.52600228,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,8225.987200000001,24.5903714,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,8958.1024,24.65175604,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,9755.3752,24.71042724,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,10623.5992,24.7666204,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,11569.0984,24.82054137,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,12598.754400000002,24.87237115,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,13720.0472,24.92226981,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,14941.123200000002,24.97037955,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,16270.890400000002,25.01682731,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,17718.9912,25.06172689,41.0,44.0,2.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
