,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
35,2030,27513.7198,23.6071874,41.0,44.0,0.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,29962.4024,23.73462942,41.0,44.0,0.8,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,32629.0762,23.85050733,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,35533.0304,23.9567895,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,38695.5296,24.05497781,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,42139.349,24.14624472,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,45889.8202,24.23152341,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,49974.0178,24.31156892,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,54421.689,24.38700095,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,59265.1374,24.4583345,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,64539.804,24.52600228,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,70283.8024,24.5903714,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,76539.0808,24.65175604,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,83351.0734,24.71042724,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,90769.2814,24.7666204,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,98847.7378,24.82054137,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,107645.2398,24.87237115,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,117225.6974,24.92226981,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,127658.7144,24.97037955,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,139020.4018,25.01682731,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,151393.1454,25.06172689,41.0,44.0,0.8,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
