,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
26,2021,494.6580000000001,20.9,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,538.6815,21.1,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,586.6245000000001,21.86075153,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,638.8335000000001,22.31841513,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,695.691,22.64893163,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,757.6065000000001,22.90866717,39.0,42.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,825.0345000000001,23.1230961,41.0,44.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,898.4610000000001,23.3059583,41.0,44.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,978.4260000000002,23.46552924,41.0,44.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,1065.5055000000002,23.6071874,41.0,44.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,1160.334,23.73462942,41.0,44.0,3.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,1263.6045,23.85050733,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,1376.064,23.9567895,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,1498.5360000000005,24.05497781,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,1631.9025,24.14624472,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,1777.1445,24.23152341,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,1935.3105000000005,24.31156892,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,2107.5525,24.38700095,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,2295.1215,24.4583345,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,2499.3900000000003,24.52600228,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,2721.8340000000003,24.5903714,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,2964.0780000000004,24.65175604,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,3227.8815000000004,24.71042724,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,3515.1615000000006,24.7666204,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,3828.0105,24.82054137,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,4168.705500000001,24.87237115,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,4539.721500000001,24.92226981,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,4943.754000000001,24.97037955,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,5383.750500000001,25.01682731,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,5862.901500000001,25.06172689,41.0,44.0,3.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
