,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
18,2013,3389.367451216,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,3709.74558419,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,4522.663766774,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,6870.052657128,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,9224.583251136,17.7,32.6,35.0,0.4,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,9290.045598632,18.4,33.8,36.0,0.4,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,9765.387446474,19.2,35.0,37.0,0.4,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,10154.564,20.0,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,11058.3544,20.9,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,12042.524200000002,21.1,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,13114.316600000002,21.86075153,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,14281.4778,22.31841513,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,15552.5588,22.64893163,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,16936.714200000002,22.90866717,39.0,42.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,18444.1046,23.1230961,41.0,44.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,20085.594800000003,23.3059583,41.0,44.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,21873.256800000003,23.46552924,41.0,44.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,23819.9674,23.6071874,41.0,44.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,25939.9112,23.73462942,41.0,44.0,0.4,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,28248.5806,23.85050733,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,30762.6752,23.9567895,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,33500.6048,24.05497781,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,36482.08700000001,24.14624472,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,39729.0526,24.23152341,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,43264.9414,24.31156892,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,47115.507000000005,24.38700095,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,51308.7162,24.4583345,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,55875.25200000001,24.52600228,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,60848.11120000001,24.5903714,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,66263.6104,24.65175604,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,72161.08420000001,24.71042724,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,78583.3882,24.7666204,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,85577.30140000001,24.82054137,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,93193.7274,24.87237115,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,101487.9962,24.92226981,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,110520.3672,24.97037955,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,120356.7334,25.01682731,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,131068.4202,25.06172689,41.0,44.0,0.4,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
