,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
11,2006,263.57809253400006,14.21111111,22.5,24.0,0.75,20.0,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
12,2007,395.1120558780001,14.33333333,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
13,2008,954.8660854740002,14.45555556,24.0,26.0,0.75,21.5,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
14,2009,1212.1687249416002,14.57777778,24.0,26.0,0.75,21.6,96,0,0,15,0,60,0,0,40,0,100,60,0,0,40
15,2010,2738.4751183440003,14.7,25.0,27.0,0.75,22.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
16,2011,5113.948473726001,15.1,26.5,29.0,0.75,23.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
17,2012,4981.482369966001,15.4,25.0,30.0,0.75,23.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
18,2013,6205.978971312001,16.0,27.6,30.2,0.75,24.2,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
19,2014,6792.595791330001,16.3,29.5,32.0,0.75,26.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
20,2015,8281.060296618001,17.0,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
21,2016,12579.162022296,17.5,32.4,35.0,0.75,28.7,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
22,2017,16890.340306752,17.7,32.6,35.0,0.2,29.5,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
23,2018,17010.202776024005,18.4,33.8,36.0,0.2,31.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
24,2019,17880.560314518003,19.2,35.0,37.0,0.2,32.4,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
25,2020,18593.148000000005,20.0,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
26,2021,20248.0008,20.9,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
27,2022,22050.029400000003,21.1,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
28,2023,24012.496200000005,21.86075153,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
29,2024,26149.58460000001,22.31841513,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
30,2025,28476.951600000004,22.64893163,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
31,2026,31011.359400000005,22.90866717,39.0,42.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
32,2027,33771.412200000006,23.1230961,41.0,44.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
33,2028,36777.0036,23.3059583,41.0,44.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
34,2029,40050.23760000001,23.46552924,41.0,44.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,43614.69180000001,23.6071874,41.0,44.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,47496.33840000001,23.73462942,41.0,44.0,0.2,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,51723.54420000001,23.85050733,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,56326.88640000001,23.9567895,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,61340.07360000001,24.05497781,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,66799.20900000002,24.14624472,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,72744.44820000001,24.23152341,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,79218.70980000001,24.31156892,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,86269.14900000002,24.38700095,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,93946.97340000002,24.4583345,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,102308.36400000002,24.52600228,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,111413.73840000002,24.5903714,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,121329.5928,24.65175604,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,132127.9494,24.71042724,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,143887.27740000002,24.7666204,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,156693.22980000003,24.82054137,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,170639.01180000004,24.87237115,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,185825.93340000004,24.92226981,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,202364.33040000004,24.97037955,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,220374.85380000004,25.01682731,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,239988.10140000004,25.06172689,41.0,44.0,0.2,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
