,year,new_Installed_Capacity_[MW],mod_eff,mod_reliability_t50,mod_reliability_t90,mod_degradation,mod_lifetime,mod_MFG_eff,mod_Repair,mod_MerchantTail,mod_EOL_collection_eff,mod_EOL_pg0_resell,mod_EOL_pg1_landfill,mod_EOL_pg2_stored,mod_EOL_pg3_reMFG,mod_EOL_pg4_recycled,mod_EOL_reMFG_yield,mod_EOL_sp_reMFG_recycle,mod_EOL_pb1_landfill,mod_EOL_pb2_stored,mod_EOL_pb3_reMFG,mod_EOL_pb4_recycled
34,2029,11675.8836,23.46552924,41.0,44.0,1.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
35,2030,12715.0323,23.6071874,41.0,44.0,1.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
36,2031,13846.6524,23.73462942,41.0,44.0,1.6,35.0,97,0,0,15,0,60,0,0,40,0,100,60,0,0,40
37,2032,15079.0137,23.85050733,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
38,2033,16421.0304,23.9567895,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
39,2034,17882.529599999998,24.05497781,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
40,2035,19474.0365,24.14624472,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
41,2036,21207.2577,24.23152341,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
42,2037,23094.7053,24.31156892,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
43,2038,25150.1265,24.38700095,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
44,2039,27388.4499,24.4583345,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
45,2040,29826.054,24.52600228,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
46,2041,32480.5524,24.5903714,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
47,2042,35371.3308,24.65175604,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
48,2043,38519.3859,24.71042724,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
49,2044,41947.5939,24.7666204,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
50,2045,45680.9253,24.82054137,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
51,2046,49746.5523,24.87237115,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
52,2047,54174.0099,24.92226981,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
53,2048,58995.4644,24.97037955,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
54,2049,64246.0893,25.01682731,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
55,2050,69963.9579,25.06172689,41.0,44.0,1.6,35.0,98,0,0,15,0,60,0,0,40,0,100,60,0,0,40
