year,State,New Installs,Type
2026,KS,1589.83086,PV
2027,KS,2872.827073,PV
2028,KS,2872.827073,PV
2029,KS,6794.505247,PV
2030,KS,6794.505247,PV
2031,KS,3595.720768,PV
2032,KS,3595.720768,PV
2033,KS,95.83580017,PV
2034,KS,95.83580017,PV
2035,KS,66.11300009,PV
2036,KS,66.11300009,PV
2037,KS,178.8484998,PV
2038,KS,178.8484998,PV
2039,KS,135.4457998,PV
2040,KS,135.4457998,PV
2041,KS,95.29775068,PV
2042,KS,95.29775068,PV
2043,KS,87.77524932,PV
2044,KS,87.77524932,PV
2045,KS,97.13799992,PV
2046,KS,97.13799992,PV
2047,KS,97.41765,PV
2048,KS,97.41765,PV
2049,KS,98.95274651,PV
2050,KS,98.95274651,PV
2018,KY,46.32840009,PV
2019,KY,390.8574608,PV
2020,KY,390.8574608,PV
2021,KY,1409.063003,PV
2022,KY,1409.063003,PV
2023,KY,952.8026102,PV
2024,KY,952.8026102,PV
2025,KY,1236.668899,PV
2026,KY,1236.668899,PV
2027,KY,2666.342306,PV
2028,KY,2666.342306,PV
2029,KY,5161.79681,PV
2030,KY,5161.79681,PV
2031,KY,2063.902844,PV
2032,KY,2063.902844,PV
2033,KY,33.63704949,PV
2034,KY,33.63704949,PV
2035,KY,1855.064475,PV
2036,KY,1855.064475,PV
2037,KY,67.29790034,PV
2038,KY,67.29790034,PV
2039,KY,92.71884958,PV
2040,KY,92.71884958,PV
2041,KY,1449.614649,PV
2042,KY,1449.614649,PV
2043,KY,631.7713814,PV
2044,KY,631.7713814,PV
2045,KY,846.0997113,PV
2046,KY,846.0997113,PV
2047,KY,2911.463409,PV
2048,KY,2911.463409,PV
2049,KY,2832.373495,PV
2050,KY,2832.373495,PV
2018,LA,84.31490034,PV
2019,LA,793.1928004,PV
2020,LA,793.1928004,PV
2021,LA,846.0449498,PV
2022,LA,846.0449498,PV
2023,LA,733.5712902,PV
2024,LA,733.5712902,PV
2025,LA,1635.414328,PV
2026,LA,1635.414328,PV
2027,LA,3233.653601,PV
2028,LA,3233.653601,PV
2029,LA,4797.538481,PV
2030,LA,4797.538481,PV
2031,LA,7640.942714,PV
2032,LA,7640.942714,PV
2033,LA,362.0294503,PV
2034,LA,362.0294503,PV
2035,LA,385.7792992,PV
2036,LA,385.7792992,PV
2037,LA,538.0874005,PV
2038,LA,538.0874005,PV
2039,LA,123.1352495,PV
2040,LA,123.1352495,PV
2041,LA,55.50415068,PV
2042,LA,55.50415068,PV
2043,LA,21.45654923,PV
2044,LA,21.45654923,PV
2045,LA,5824.109238,PV
2046,LA,5824.109238,PV
2047,LA,861.3397905,PV
2048,LA,861.3397905,PV
2049,LA,2312.613188,PV
2050,LA,2312.613188,PV
2018,MA,2316.020669,PV
2019,MA,942.2233135,PV
2020,MA,942.2233135,PV
2021,MA,431.0170688,PV
2022,MA,431.0170688,PV
2023,MA,212.7447996,PV
2024,MA,212.7447996,PV
2025,MA,251.4444505,PV
2026,MA,251.4444505,PV
2027,MA,309.2928996,PV
2028,MA,309.2928996,PV
2029,MA,338.9876506,PV
2030,MA,338.9876506,PV
2031,MA,325.4446001,PV
2032,MA,325.4446001,PV
2033,MA,2344.23115,PV
2034,MA,2344.23115,PV
2035,MA,280.2874997,PV
2036,MA,280.2874997,PV
2037,MA,4388.618,PV
2038,MA,4388.618,PV
2039,MA,247.6389996,PV
2040,MA,247.6389996,PV
2041,MA,188.8920997,PV
2042,MA,188.8920997,PV
2043,MA,142.2747004,PV
2044,MA,142.2747004,PV
2045,MA,485.4038053,PV
2046,MA,485.4038053,PV
2047,MA,4099.452526,PV
2048,MA,4099.452526,PV
2049,MA,6250.528246,PV
2050,MA,6250.528246,PV
2018,MD,1161.272379,PV
2019,MD,380.2348637,PV
2020,MD,380.2348637,PV
2021,MD,401.3155996,PV
2022,MD,401.3155996,PV
2023,MD,197.6955501,PV
2024,MD,197.6955501,PV
2025,MD,140.3375506,PV
2026,MD,140.3375506,PV
2027,MD,162.66195,PV
2028,MD,162.66195,PV
2029,MD,1362.464149,PV
2030,MD,1362.464149,PV
2031,MD,2270.79115,PV
2032,MD,2270.79115,PV
2033,MD,8399.370201,PV
2034,MD,8399.370201,PV
2035,MD,251.33735,PV
2036,MD,251.33735,PV
2037,MD,2366.346117,PV
2038,MD,2366.346117,PV
2039,MD,308.7123497,PV
2040,MD,308.7123497,PV
2041,MD,224.9797,PV
2042,MD,224.9797,PV
2043,MD,344.5589578,PV
2044,MD,344.5589578,PV
2045,MD,1680.340595,PV
2046,MD,1680.340595,PV
2047,MD,3741.800323,PV
2048,MD,3741.800323,PV
2049,MD,5911.776886,PV
2050,MD,5911.776886,PV
2018,ME,41.11254475,PV
2019,ME,9.6679,PV
2020,ME,9.6679,PV
2021,ME,9.74695051,PV
2022,ME,9.74695051,PV
2023,ME,11.78524958,PV
2024,ME,11.78524958,PV
2025,ME,15.0662506,PV
2026,ME,15.0662506,PV
2027,ME,7.582000085,PV
2028,ME,7.582000085,PV
2029,ME,9.922899745,PV
2030,ME,9.922899745,PV
2031,ME,12.15839966,PV
2032,ME,12.15839966,PV
2033,ME,14.16185034,PV
2034,ME,14.16185034,PV
2035,ME,15.06454983,PV
2036,ME,15.06454983,PV
2037,ME,406.7244758,PV
2038,ME,406.7244758,PV
2039,ME,19.73104975,PV
2040,ME,19.73104975,PV
2041,ME,19.32560009,PV
2042,ME,19.32560009,PV
2043,ME,18.04465009,PV
2044,ME,18.04465009,PV
2045,ME,17.00934983,PV
2046,ME,17.00934983,PV
2047,ME,36.33954111,PV
2048,ME,36.33954111,PV
2049,ME,13.05005026,PV
2050,ME,13.05005026,PV
2018,MI,226.1514257,PV
2019,MI,9.62284983,PV
2020,MI,9.62284983,PV
2021,MI,1163.613449,PV
2022,MI,1163.613449,PV
2023,MI,24.41369992,PV
2024,MI,24.41369992,PV
2025,MI,1279.593882,PV
2026,MI,1279.593882,PV
2027,MI,1841.630008,PV
2028,MI,1841.630008,PV
2029,MI,3072.157596,PV
2030,MI,3072.157596,PV
2031,MI,5309.878191,PV
2032,MI,5309.878191,PV
2033,MI,122.5487502,PV
2034,MI,122.5487502,PV
2035,MI,3110.743633,PV
2036,MI,3110.743633,PV
2037,MI,217.9944001,PV
2038,MI,217.9944001,PV
2039,MI,266.6484004,PV
2040,MI,266.6484004,PV
2041,MI,235.53585,PV
2042,MI,235.53585,PV
2043,MI,200.4563498,PV
2044,MI,200.4563498,PV
2045,MI,380.1794671,PV
2046,MI,380.1794671,PV
2047,MI,1415.077852,PV
2048,MI,1415.077852,PV
2049,MI,1867.820178,PV
2050,MI,1867.820178,PV
2018,MN,778.8352804,PV
2019,MN,21.10464983,PV
2020,MN,21.10464983,PV
2021,MN,17.67660043,PV
2022,MN,17.67660043,PV
2023,MN,25.22714992,PV
2024,MN,25.22714992,PV
2025,MN,68.31790026,PV
2026,MN,68.31790026,PV
2027,MN,116.9157997,PV
2028,MN,116.9157997,PV
2029,MN,2051.372606,PV
2030,MN,2051.372606,PV
2031,MN,1568.952099,PV
2032,MN,1568.952099,PV
2033,MN,686.6138503,PV
2034,MN,686.6138503,PV
2035,MN,861.68665,PV
2036,MN,861.68665,PV
2037,MN,1084.81505,PV
2038,MN,1084.81505,PV
2039,MN,1022.41485,PV
2040,MN,1022.41485,PV
2041,MN,770.6440002,PV
2042,MN,770.6440002,PV
2043,MN,489.1307996,PV
2044,MN,489.1307996,PV
2045,MN,308.3902001,PV
2046,MN,308.3902001,PV
2047,MN,140.7965496,PV
2048,MN,140.7965496,PV
2049,MN,83.31360043,PV
2050,MN,83.31360043,PV
2018,MO,185.5707256,PV
2019,MO,39.95339992,PV
2020,MO,39.95339992,PV
2021,MO,38.87304949,PV
2022,MO,38.87304949,PV
2023,MO,30.9859,PV
2024,MO,30.9859,PV
2025,MO,236.3700396,PV
2026,MO,236.3700396,PV
2027,MO,1066.04399,PV
2028,MO,1066.04399,PV
2029,MO,402.5597343,PV
2030,MO,402.5597343,PV
2031,MO,1347.183395,PV
2032,MO,1347.183395,PV
2033,MO,213.7775501,PV
2034,MO,213.7775501,PV
2035,MO,1371.744449,PV
2036,MO,1371.744449,PV
2037,MO,3679.54324,PV
2038,MO,3679.54324,PV
2039,MO,345.2462003,PV
2040,MO,345.2462003,PV
2041,MO,516.660438,PV
2042,MO,516.660438,PV
2043,MO,238.9282002,PV
2044,MO,238.9282002,PV
2045,MO,244.1480499,PV
2046,MO,244.1480499,PV
2047,MO,1393.736175,PV
2048,MO,1393.736175,PV
2049,MO,225.131679,PV
2050,MO,225.131679,PV
2018,MS,153.0586509,PV
2019,MS,34.18699949,PV
2020,MS,34.18699949,PV
2021,MS,160.7547194,PV
2022,MS,160.7547194,PV
2023,MS,4.741299915,PV
2024,MS,4.741299915,PV
2025,MS,7.47150085,PV
2026,MS,7.47150085,PV
2027,MS,747.5605499,PV
2028,MS,747.5605499,PV
2029,MS,1678.63355,PV
2030,MS,1678.63355,PV
2031,MS,290.0043603,PV
2032,MS,290.0043603,PV
2033,MS,119.0509993,PV
2034,MS,119.0509993,PV
2035,MS,976.3006496,PV
2036,MS,976.3006496,PV
2037,MS,403.3556003,PV
2038,MS,403.3556003,PV
2039,MS,691.2223795,PV
2040,MS,691.2223795,PV
2041,MS,806.38565,PV
2042,MS,806.38565,PV
2043,MS,2527.292404,PV
2044,MS,2527.292404,PV
2045,MS,393.0076587,PV
2046,MS,393.0076587,PV
2047,MS,810.4698997,PV
2048,MS,810.4698997,PV
2049,MS,274.768029,PV
2050,MS,274.768029,PV
2018,MT,31.9277,PV
2019,MT,8.19569949,PV
2020,MT,8.19569949,PV
2021,MT,12.35135,PV
2022,MT,12.35135,PV
2023,MT,18.05485,PV
2024,MT,18.05485,PV
2025,MT,28.1001506,PV
2026,MT,28.1001506,PV
2027,MT,40.60024975,PV
2028,MT,40.60024975,PV
2029,MT,51.41989958,PV
2030,MT,51.41989958,PV
2031,MT,1205.799801,PV
2032,MT,1205.799801,PV
2033,MT,63.06914966,PV
2034,MT,63.06914966,PV
2035,MT,68.61369966,PV
2036,MT,68.61369966,PV
2037,MT,72.57045043,PV
2038,MT,72.57045043,PV
2039,MT,124.3929097,PV
2040,MT,124.3929097,PV
2041,MT,52.11944974,PV
2042,MT,52.11944974,PV
2043,MT,35.5674,PV
2044,MT,35.5674,PV
2045,MT,1394.068882,PV
2046,MT,1394.068882,PV
2047,MT,15.08325076,PV
2048,MT,15.08325076,PV
2049,MT,10.21359966,PV
2050,MT,10.21359966,PV
2018,NC,4087.702785,PV
2019,NC,226.9185506,PV
2020,NC,226.9185506,PV
2021,NC,1042.771499,PV
2022,NC,1042.771499,PV
2023,NC,584.8381459,PV
2024,NC,584.8381459,PV
2025,NC,1224.54315,PV
2026,NC,1224.54315,PV
2027,NC,1803.520088,PV
2028,NC,1803.520088,PV
2029,NC,445.6150506,PV
2030,NC,445.6150506,PV
2031,NC,511.5962998,PV
2032,NC,511.5962998,PV
2033,NC,12736.71422,PV
2034,NC,12736.71422,PV
2035,NC,839.8000008,PV
2036,NC,839.8000008,PV
2037,NC,991.4697495,PV
2038,NC,991.4697495,PV
2039,NC,1110.26575,PV
2040,NC,1110.26575,PV
2041,NC,1612.63832,PV
2042,NC,1612.63832,PV
2043,NC,840.5845499,PV
2044,NC,840.5845499,PV
2045,NC,681.6812999,PV
2046,NC,681.6812999,PV
2047,NC,3948.820444,PV
2048,NC,3948.820444,PV
2049,NC,362.6788536,PV
2050,NC,362.6788536,PV
2018,ND,45.32030179,PV
2019,ND,0.563549745,PV
2020,ND,0.563549745,PV
2021,ND,1.046350085,PV
2022,ND,1.046350085,PV
2023,ND,1.92949966,PV
2024,ND,1.92949966,PV
2025,ND,4.351150595,PV
2026,ND,4.351150595,PV
2027,ND,7.84465,PV
2028,ND,7.84465,PV
2029,ND,13.09509949,PV
2030,ND,13.09509949,PV
2031,ND,4101.510949,PV
2032,ND,4101.510949,PV
2033,ND,32.62384983,PV
2034,ND,32.62384983,PV
2035,ND,46.58339983,PV
2036,ND,46.58339983,PV
2037,ND,67.90140077,PV
2038,ND,67.90140077,PV
2039,ND,87.80754983,PV
2040,ND,87.80754983,PV
2041,ND,96.82434949,PV
2042,ND,96.82434949,PV
2043,ND,94.83195051,PV
2044,ND,94.83195051,PV
2045,ND,87.15559958,PV
2046,ND,87.15559958,PV
2047,ND,71.40085051,PV
2048,ND,71.40085051,PV
2049,ND,54.55979974,PV
2050,ND,54.55979974,PV
2018,NE,73.44790509,PV
2019,NE,19.70895009,PV
2020,NE,19.70895009,PV
2021,NE,26.37889975,PV
2022,NE,26.37889975,PV
2023,NE,37.4595006,PV
2024,NE,37.4595006,PV
2025,NE,89.22487171,PV
2026,NE,89.22487171,PV
2027,NE,70.30095017,PV
2028,NE,70.30095017,PV
2029,NE,2186.309027,PV
2030,NE,2186.309027,PV
2031,NE,68.80239949,PV
2032,NE,68.80239949,PV
2033,NE,73.07705026,PV
2034,NE,73.07705026,PV
2035,NE,39.36860043,PV
2036,NE,39.36860043,PV
2037,NE,138.3987,PV
2038,NE,138.3987,PV
2039,NE,92.55395017,PV
2040,NE,92.55395017,PV
2041,NE,475.8654857,PV
2042,NE,475.8654857,PV
2043,NE,46.86899932,PV
2044,NE,46.86899932,PV
2045,NE,51.22185068,PV
2046,NE,51.22185068,PV
2047,NE,60.32194949,PV
2048,NE,60.32194949,PV
2049,NE,69.4435556,PV
2050,NE,69.4435556,PV
2018,NH,237.6564961,PV
2019,NH,35.07950017,PV
2020,NH,35.07950017,PV
2021,NH,13.31014949,PV
2022,NH,13.31014949,PV
2023,NH,16.19505085,PV
2024,NH,16.19505085,PV
2025,NH,20.26145,PV
2026,NH,20.26145,PV
2027,NH,33.16954949,PV
2028,NH,33.16954949,PV
2029,NH,38.02814983,PV
2030,NH,38.02814983,PV
2031,NH,36.53470051,PV
2032,NH,36.53470051,PV
2033,NH,33.07774932,PV
2034,NH,33.07774932,PV
2035,NH,25.22885068,PV
2036,NH,25.22885068,PV
2037,NH,1023.769045,PV
2038,NH,1023.769045,PV
2039,NH,23.38435,PV
2040,NH,23.38435,PV
2041,NH,15.30934966,PV
2042,NH,15.30934966,PV
2043,NH,9.723150085,PV
2044,NH,9.723150085,PV
2045,NH,8.2467,PV
2046,NH,8.2467,PV
2047,NH,5.347350085,PV
2048,NH,5.347350085,PV
2049,NH,1333.436803,PV
2050,NH,1333.436803,PV
2018,NJ,6869.51878,PV
2019,NJ,5001.789558,PV
2020,NJ,5001.789558,PV
2021,NJ,2333.950657,PV
2022,NJ,2333.950657,PV
2023,NJ,1368.928518,PV
2024,NJ,1368.928518,PV
2025,NJ,301.1175999,PV
2026,NJ,301.1175999,PV
