year,State,Type,New Installs
2048,GA,Rooftop_MW,63.561818
2049,GA,Rooftop_MW,538.376364
2050,GA,Rooftop_MW,72.219091
2018,IA,Rooftop_MW,55.479091
2019,IA,Rooftop_MW,83.370909
2020,IA,Rooftop_MW,27.891818
2021,IA,Rooftop_MW,112.722727
2022,IA,Rooftop_MW,29.351818
2023,IA,Rooftop_MW,151.055455
2024,IA,Rooftop_MW,38.332728
2025,IA,Rooftop_MW,231.57
2026,IA,Rooftop_MW,80.514545
2027,IA,Rooftop_MW,333.950909
2028,IA,Rooftop_MW,102.380909
2029,IA,Rooftop_MW,454.554545
2030,IA,Rooftop_MW,120.603636
2031,IA,Rooftop_MW,589.134545
2032,IA,Rooftop_MW,134.58
2033,IA,Rooftop_MW,735.231818
2034,IA,Rooftop_MW,146.097273
2035,IA,Rooftop_MW,866.255455
2036,IA,Rooftop_MW,131.023637
2037,IA,Rooftop_MW,1087.089091
2038,IA,Rooftop_MW,220.833636
2039,IA,Rooftop_MW,1294.563636
2040,IA,Rooftop_MW,207.474545
2041,IA,Rooftop_MW,1484.386364
2042,IA,Rooftop_MW,189.822728
2043,IA,Rooftop_MW,1662.29
2044,IA,Rooftop_MW,177.903636
2045,IA,Rooftop_MW,1852.314545
2046,IA,Rooftop_MW,190.024545
2047,IA,Rooftop_MW,2038.241818
2048,IA,Rooftop_MW,185.927273
2049,IA,Rooftop_MW,2231.593636
2050,IA,Rooftop_MW,193.351818
2018,ID,Rooftop_MW,17.201818
2019,ID,Rooftop_MW,28.818182
2020,ID,Rooftop_MW,11.616364
2021,ID,Rooftop_MW,38.237273
2022,ID,Rooftop_MW,9.419091
2023,ID,Rooftop_MW,43.254545
2024,ID,Rooftop_MW,5.017272
2025,ID,Rooftop_MW,50.216364
2026,ID,Rooftop_MW,6.961819
2027,ID,Rooftop_MW,59.074545
2028,ID,Rooftop_MW,8.858181
2029,ID,Rooftop_MW,70.383636
2030,ID,Rooftop_MW,11.309091
2031,ID,Rooftop_MW,79.576364
2032,ID,Rooftop_MW,9.192728
2033,ID,Rooftop_MW,87.659091
2034,ID,Rooftop_MW,8.082727
2035,ID,Rooftop_MW,94.678182
2036,ID,Rooftop_MW,7.019091
2037,ID,Rooftop_MW,102.084545
2038,ID,Rooftop_MW,7.406363
2039,ID,Rooftop_MW,110.23
2040,ID,Rooftop_MW,8.145455
2041,ID,Rooftop_MW,115.148182
2042,ID,Rooftop_MW,4.918182
2043,ID,Rooftop_MW,121.595455
2044,ID,Rooftop_MW,6.447273
2045,ID,Rooftop_MW,127.069091
2046,ID,Rooftop_MW,5.473636
2047,ID,Rooftop_MW,132.896364
2048,ID,Rooftop_MW,5.827273
2049,ID,Rooftop_MW,139.118182
2050,ID,Rooftop_MW,6.221818
2018,IL,Rooftop_MW,30.017273
2019,IL,Rooftop_MW,44.920909
2020,IL,Rooftop_MW,14.903636
2021,IL,Rooftop_MW,92.053636
2022,IL,Rooftop_MW,47.132727
2023,IL,Rooftop_MW,92.364545
2024,IL,Rooftop_MW,0.310909
2025,IL,Rooftop_MW,179.542727
2026,IL,Rooftop_MW,87.178182
2027,IL,Rooftop_MW,402.247273
2028,IL,Rooftop_MW,222.704546
2029,IL,Rooftop_MW,736.005455
2030,IL,Rooftop_MW,333.758182
2031,IL,Rooftop_MW,1090.115455
2032,IL,Rooftop_MW,354.11
2033,IL,Rooftop_MW,1394.631818
2034,IL,Rooftop_MW,304.516363
2035,IL,Rooftop_MW,1725.819091
2036,IL,Rooftop_MW,331.187273
2037,IL,Rooftop_MW,2125.754545
2038,IL,Rooftop_MW,399.935454
2039,IL,Rooftop_MW,2505.053636
2040,IL,Rooftop_MW,379.299091
2041,IL,Rooftop_MW,2748.701818
2042,IL,Rooftop_MW,243.648182
2043,IL,Rooftop_MW,2975.900909
2044,IL,Rooftop_MW,227.199091
2045,IL,Rooftop_MW,3189.641818
2046,IL,Rooftop_MW,213.740909
2047,IL,Rooftop_MW,3212.834545
2048,IL,Rooftop_MW,23.192727
2049,IL,Rooftop_MW,3242.14
2050,IL,Rooftop_MW,29.305455
2018,IN,Rooftop_MW,23.752727
2019,IN,Rooftop_MW,40.558182
2020,IN,Rooftop_MW,16.805455
2021,IN,Rooftop_MW,64.413636
2022,IN,Rooftop_MW,23.855454
2023,IN,Rooftop_MW,73.169091
2024,IN,Rooftop_MW,8.755455
2025,IN,Rooftop_MW,86.992727
2026,IN,Rooftop_MW,13.823636
2027,IN,Rooftop_MW,108.916364
2028,IN,Rooftop_MW,21.923637
2029,IN,Rooftop_MW,142.414545
2030,IN,Rooftop_MW,33.498181
2031,IN,Rooftop_MW,186.095455
2032,IN,Rooftop_MW,43.68091
2033,IN,Rooftop_MW,238.247273
2034,IN,Rooftop_MW,52.151818
2035,IN,Rooftop_MW,296.817273
2036,IN,Rooftop_MW,58.57
2037,IN,Rooftop_MW,360.245455
2038,IN,Rooftop_MW,63.428182
2039,IN,Rooftop_MW,426.3
2040,IN,Rooftop_MW,66.054545
2041,IN,Rooftop_MW,491.517273
2042,IN,Rooftop_MW,65.217273
2043,IN,Rooftop_MW,566.81
2044,IN,Rooftop_MW,75.292727
2045,IN,Rooftop_MW,646.477273
2046,IN,Rooftop_MW,79.667273
2047,IN,Rooftop_MW,739.033636
2048,IN,Rooftop_MW,92.556363
2049,IN,Rooftop_MW,828.006364
2050,IN,Rooftop_MW,88.972728
2018,KS,Rooftop_MW,55.507273
2019,KS,Rooftop_MW,66.666364
2020,KS,Rooftop_MW,11.159091
2021,KS,Rooftop_MW,75.406364
2022,KS,Rooftop_MW,8.74
2023,KS,Rooftop_MW,85.640909
2024,KS,Rooftop_MW,10.234545
2025,KS,Rooftop_MW,128.813636
2026,KS,Rooftop_MW,43.172727
2027,KS,Rooftop_MW,179.324545
2028,KS,Rooftop_MW,50.510909
2029,KS,Rooftop_MW,235.431818
2030,KS,Rooftop_MW,56.107273
2031,KS,Rooftop_MW,297.273636
2032,KS,Rooftop_MW,61.841818
2033,KS,Rooftop_MW,365.260909
2034,KS,Rooftop_MW,67.987273
2035,KS,Rooftop_MW,403.1
2036,KS,Rooftop_MW,37.839091
2037,KS,Rooftop_MW,537.77
2038,KS,Rooftop_MW,134.67
2039,KS,Rooftop_MW,627.713636
2040,KS,Rooftop_MW,89.943636
2041,KS,Rooftop_MW,693.827273
2042,KS,Rooftop_MW,66.113637
2043,KS,Rooftop_MW,754.494545
2044,KS,Rooftop_MW,60.667272
2045,KS,Rooftop_MW,821.306364
2046,KS,Rooftop_MW,66.811819
2047,KS,Rooftop_MW,890.804545
2048,KS,Rooftop_MW,69.498181
2049,KS,Rooftop_MW,959.163636
2050,KS,Rooftop_MW,68.359091
2018,KY,Rooftop_MW,15.143636
2019,KY,Rooftop_MW,16.951818
2020,KY,Rooftop_MW,1.808182
2021,KY,Rooftop_MW,18.200909
2022,KY,Rooftop_MW,1.249091
2023,KY,Rooftop_MW,19.587273
2024,KY,Rooftop_MW,1.386364
2025,KY,Rooftop_MW,22.190909
2026,KY,Rooftop_MW,2.603636
2027,KY,Rooftop_MW,26.572727
2028,KY,Rooftop_MW,4.381818
2029,KY,Rooftop_MW,33.650909
2030,KY,Rooftop_MW,7.078182
2031,KY,Rooftop_MW,43.822727
2032,KY,Rooftop_MW,10.171818
2033,KY,Rooftop_MW,57.758182
2034,KY,Rooftop_MW,13.935455
2035,KY,Rooftop_MW,76.486364
2036,KY,Rooftop_MW,18.728182
2037,KY,Rooftop_MW,100.591818
2038,KY,Rooftop_MW,24.105454
2039,KY,Rooftop_MW,130.664545
2040,KY,Rooftop_MW,30.072727
2041,KY,Rooftop_MW,165.535455
2042,KY,Rooftop_MW,34.87091
2043,KY,Rooftop_MW,204.454545
2044,KY,Rooftop_MW,38.91909
2045,KY,Rooftop_MW,247.242727
2046,KY,Rooftop_MW,42.788182
2047,KY,Rooftop_MW,294.730909
2048,KY,Rooftop_MW,47.488182
2049,KY,Rooftop_MW,345.118182
2050,KY,Rooftop_MW,50.387273
2018,LA,Rooftop_MW,69.946364
2019,LA,Rooftop_MW,119.513636
2020,LA,Rooftop_MW,49.567272
2021,LA,Rooftop_MW,137.740909
2022,LA,Rooftop_MW,18.227273
2023,LA,Rooftop_MW,143.988182
2024,LA,Rooftop_MW,6.247273
2025,LA,Rooftop_MW,174.353636
2026,LA,Rooftop_MW,30.365454
2027,LA,Rooftop_MW,221.04
2028,LA,Rooftop_MW,46.686364
2029,LA,Rooftop_MW,279.324545
2030,LA,Rooftop_MW,58.284545
2031,LA,Rooftop_MW,336.775455
2032,LA,Rooftop_MW,57.45091
2033,LA,Rooftop_MW,401.149091
2034,LA,Rooftop_MW,64.373636
2035,LA,Rooftop_MW,520.26
2036,LA,Rooftop_MW,119.110909
2037,LA,Rooftop_MW,665.577273
2038,LA,Rooftop_MW,145.317273
2039,LA,Rooftop_MW,806.467273
2040,LA,Rooftop_MW,140.89
2041,LA,Rooftop_MW,891.11
2042,LA,Rooftop_MW,84.642727
2043,LA,Rooftop_MW,955.055455
2044,LA,Rooftop_MW,63.945455
2045,LA,Rooftop_MW,1040.718182
2046,LA,Rooftop_MW,85.662727
2047,LA,Rooftop_MW,1114.613636
2048,LA,Rooftop_MW,73.895454
2049,LA,Rooftop_MW,1185.51
2050,LA,Rooftop_MW,70.896364
2018,MA,Rooftop_MW,1543.798182
2019,MA,Rooftop_MW,1844.224545
2020,MA,Rooftop_MW,300.426363
2021,MA,Rooftop_MW,2173.760909
2022,MA,Rooftop_MW,329.536364
2023,MA,Rooftop_MW,2354.854545
2024,MA,Rooftop_MW,181.093636
2025,MA,Rooftop_MW,2555.689091
2026,MA,Rooftop_MW,200.834546
2027,MA,Rooftop_MW,2795.952727
2028,MA,Rooftop_MW,240.263636
2029,MA,Rooftop_MW,3042.155455
2030,MA,Rooftop_MW,246.202728
2031,MA,Rooftop_MW,3259.72
2032,MA,Rooftop_MW,217.564545
2033,MA,Rooftop_MW,3439.800909
2034,MA,Rooftop_MW,180.080909
2035,MA,Rooftop_MW,3576.205455
2036,MA,Rooftop_MW,136.404546
2037,MA,Rooftop_MW,3681.183636
2038,MA,Rooftop_MW,104.978181
2039,MA,Rooftop_MW,3766.753636
2040,MA,Rooftop_MW,85.57
2041,MA,Rooftop_MW,3828.462727
2042,MA,Rooftop_MW,61.709091
2043,MA,Rooftop_MW,3872.377273
2044,MA,Rooftop_MW,43.914546
2045,MA,Rooftop_MW,3912.417273
2046,MA,Rooftop_MW,40.04
2047,MA,Rooftop_MW,3945.669091
2048,MA,Rooftop_MW,33.251818
2049,MA,Rooftop_MW,3973.14
2050,MA,Rooftop_MW,27.470909
2018,MD,Rooftop_MW,819.509091
2019,MD,Rooftop_MW,1196.857273
2020,MD,Rooftop_MW,377.348182
2021,MD,Rooftop_MW,1529.350909
2022,MD,Rooftop_MW,332.493636
2023,MD,Rooftop_MW,1723.940909
2024,MD,Rooftop_MW,194.59
2025,MD,Rooftop_MW,1805.473636
2026,MD,Rooftop_MW,81.532727
2027,MD,Rooftop_MW,1890.001818
2028,MD,Rooftop_MW,84.528182
2029,MD,Rooftop_MW,1994.173636
2030,MD,Rooftop_MW,104.171818
2031,MD,Rooftop_MW,2084.459091
2032,MD,Rooftop_MW,90.285455
2033,MD,Rooftop_MW,2169.98
2034,MD,Rooftop_MW,85.520909
2035,MD,Rooftop_MW,2260.007273
2036,MD,Rooftop_MW,90.027273
2037,MD,Rooftop_MW,2349.935455
2038,MD,Rooftop_MW,89.928182
2039,MD,Rooftop_MW,2445.852727
2040,MD,Rooftop_MW,95.917272
2041,MD,Rooftop_MW,2524.366364
2042,MD,Rooftop_MW,78.513637
2043,MD,Rooftop_MW,2601.649091
2044,MD,Rooftop_MW,77.282727
2045,MD,Rooftop_MW,2682.365455
2046,MD,Rooftop_MW,80.716364
2047,MD,Rooftop_MW,2767.391818
2048,MD,Rooftop_MW,85.026363
2049,MD,Rooftop_MW,2844.976364
2050,MD,Rooftop_MW,77.584546
2018,ME,Rooftop_MW,19.993636
2019,ME,Rooftop_MW,29.802727
2020,ME,Rooftop_MW,9.809091
2021,ME,Rooftop_MW,38.865455
2022,ME,Rooftop_MW,9.062728
2023,ME,Rooftop_MW,49.292727
2024,ME,Rooftop_MW,10.427272
2025,ME,Rooftop_MW,61.926364
2026,ME,Rooftop_MW,12.633637
2027,ME,Rooftop_MW,67.946364
2028,ME,Rooftop_MW,6.02
2029,ME,Rooftop_MW,75.263636
2030,ME,Rooftop_MW,7.317272
2031,ME,Rooftop_MW,83.974545
2032,ME,Rooftop_MW,8.710909
2033,ME,Rooftop_MW,93.146364
2034,ME,Rooftop_MW,9.171819
2035,ME,Rooftop_MW,101.041818
2036,ME,Rooftop_MW,7.895454
2037,ME,Rooftop_MW,108.938182
2038,ME,Rooftop_MW,7.896364
2039,ME,Rooftop_MW,116.899091
2040,ME,Rooftop_MW,7.960909
2041,ME,Rooftop_MW,123.986364
2042,ME,Rooftop_MW,7.087273
2043,ME,Rooftop_MW,129.92
2044,ME,Rooftop_MW,5.933636
2045,ME,Rooftop_MW,135.566364
2046,ME,Rooftop_MW,5.646364
2047,ME,Rooftop_MW,140.175455
2048,ME,Rooftop_MW,4.609091
2049,ME,Rooftop_MW,144.155455
2050,ME,Rooftop_MW,3.98
2018,MI,Rooftop_MW,30.63
2019,MI,Rooftop_MW,39.325455
2020,MI,Rooftop_MW,8.695455
2021,MI,Rooftop_MW,52.833636
2022,MI,Rooftop_MW,13.508181
2023,MI,Rooftop_MW,71.616364
2024,MI,Rooftop_MW,18.782728
2025,MI,Rooftop_MW,99.125455
2026,MI,Rooftop_MW,27.509091
2027,MI,Rooftop_MW,136.037273
2028,MI,Rooftop_MW,36.911818
2029,MI,Rooftop_MW,183.5
2030,MI,Rooftop_MW,47.462727
2031,MI,Rooftop_MW,237.542727
2032,MI,Rooftop_MW,54.042727
2033,MI,Rooftop_MW,298.237273
2034,MI,Rooftop_MW,60.694546
2035,MI,Rooftop_MW,367.054545
2036,MI,Rooftop_MW,68.817272
2037,MI,Rooftop_MW,442.114545
2038,MI,Rooftop_MW,75.06
2039,MI,Rooftop_MW,518.032727
2040,MI,Rooftop_MW,75.918182
2041,MI,Rooftop_MW,584.296364
2042,MI,Rooftop_MW,66.263637
2043,MI,Rooftop_MW,649.959091
2044,MI,Rooftop_MW,65.662727
2045,MI,Rooftop_MW,712.555455
2046,MI,Rooftop_MW,62.596364
2047,MI,Rooftop_MW,785.545455
2048,MI,Rooftop_MW,72.99
2049,MI,Rooftop_MW,856.969091
2050,MI,Rooftop_MW,71.423636
2018,MN,Rooftop_MW,83.725455
2019,MN,Rooftop_MW,97.694545
2020,MN,Rooftop_MW,13.96909
2021,MN,Rooftop_MW,106.31
2022,MN,Rooftop_MW,8.615455
2023,MN,Rooftop_MW,122.267273
2024,MN,Rooftop_MW,15.957273
2025,MN,Rooftop_MW,180.87
2026,MN,Rooftop_MW,58.602727
2027,MN,Rooftop_MW,272.962727
2028,MN,Rooftop_MW,92.092727
2029,MN,Rooftop_MW,428.102727
2030,MN,Rooftop_MW,155.14
2031,MN,Rooftop_MW,689.419091
2032,MN,Rooftop_MW,261.316364
2033,MN,Rooftop_MW,1070.71
2034,MN,Rooftop_MW,381.290909
2035,MN,Rooftop_MW,1487.720909
2036,MN,Rooftop_MW,417.010909
2037,MN,Rooftop_MW,2126.385455
2038,MN,Rooftop_MW,638.664546
2039,MN,Rooftop_MW,2791.443636
2040,MN,Rooftop_MW,665.058181
2041,MN,Rooftop_MW,3442.924545
2042,MN,Rooftop_MW,651.480909
2043,MN,Rooftop_MW,3958.060909
2044,MN,Rooftop_MW,515.136364
2045,MN,Rooftop_MW,4320.83
2046,MN,Rooftop_MW,362.769091
2047,MN,Rooftop_MW,4439.844545
2048,MN,Rooftop_MW,119.014545
2049,MN,Rooftop_MW,4537.763636
2050,MN,Rooftop_MW,97.919091
