year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_PG3_ReMFG_target,mat_ReMFG_yield,mat_PG4_Recycling_target,mat_Recycling_yield,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
2051,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2052,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2053,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2054,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2055,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2056,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2057,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2058,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2059,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2060,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2061,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2062,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2063,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2064,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2065,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2066,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2067,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2068,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2069,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2070,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2071,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2072,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2073,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2074,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2075,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2076,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2077,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2078,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2079,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2080,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2081,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2082,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2083,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2084,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2085,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2086,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2087,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2088,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2089,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2090,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2091,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2092,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2093,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2094,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2095,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2096,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2097,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2098,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2099,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
2100,60,10125.01111,99,80,50,20,10,0,50,100,60,15,8
