year,mat_virgin_eff,mat_massperm2,mat_MFG_eff,mat_MFG_scrap_Recycled,mat_MFG_scrap_Recycling_eff,mat_MFG_scrap_Recycled_into_HQ,mat_MFG_scrap_Recycled_into_HQ_Reused4MFG,mat_PG3_ReMFG_target,mat_ReMFG_yield,mat_PG4_Recycling_target,mat_Recycling_yield,mat_EOL_Recycled_into_HQ,mat_EOL_RecycledHQ_Reused4MFG
2035,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2036,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2037,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2038,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2039,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2040,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2041,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2042,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2043,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2044,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2045,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2046,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2047,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2048,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2049,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2050,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2051,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2052,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2053,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2054,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2055,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2056,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2057,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2058,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2059,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2060,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2061,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2062,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2063,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2064,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2065,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2066,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2067,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2068,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2069,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2070,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2071,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2072,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2073,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2074,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2075,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2076,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2077,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2078,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2079,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2080,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2081,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2082,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2083,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2084,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2085,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2086,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2087,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2088,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2089,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2090,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2091,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2092,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2093,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2094,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2095,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2096,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2097,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2098,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2099,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
2100,75,1.856311209,80,95,97,100,16.61,0,0,0,97,80,16.61
