Start Date,End Date,Africa,,North America,,South America,,Asia (ex China),,West Europe,,East & Central Europe,,Oceania,,GCC,,China (Estimated),,ROW Estimated Unreported,,Total,Daily Average
1-Nov-2006,1-Dec-2006,153,,440,,206,,297,,345,,347,,191,,ND,,871,,60,,2910,97.0
1-Dec-2006,1-Jan-2007,161,,458,,212,,309,,357,,363,,197,,ND,,894,,60,,3011,97.1
1-Jan-2007,1-Feb-2007,159,,461,,212,,313,,353,,363,,196,,ND,,940,,61,,3058,98.6
1-Feb-2007,1-Mar-2007,143,,420,,191,,283,,321,,334,,178,,ND,,936,,61,,2867,102.4
1-Mar-2007,1-Apr-2007,156,,475,,213,,311,,357,,369,,197,,ND,,965,,61,,3104,100.1
1-Apr-2007,1-May-2007,146,,462,,210,,301,,347,,360,,191,,ND,,991,,61,,3069,102.3
1-May-2007,1-Jun-2007,151,,473,,218,,313,,362,,376,,197,,ND,,"1,002",,61,,3153,101.7
1-Jun-2007,1-Jul-2007,149,,461,,210,,306,,353,,365,,190,,ND,,"1,034",,61,,3129,104.3
1-Jul-2007,1-Aug-2007,153,,481,,218,,315,,365,,380,,195,,ND,,"1,073",,61,,3241,104.5
1-Aug-2007,1-Sep-2007,154,,482,,219,,316,,368,,383,,196,,ND,,"1,110",,61,,3289,106.1
1-Sep-2007,1-Oct-2007,148,,470,,212,,307,,358,,371,,191,,ND,,"1,119",,61,,3237,107.9
1-Oct-2007,1-Nov-2007,152,,487,,219,,319,,372,,390,,197,,ND,,"1,136",,61,,3333,107.5
1-Nov-2007,1-Dec-2007,150,,475,,213,,311,,364,,379,,190,,ND,,"1,135",,61,,3278,109.3
1-Dec-2007,1-Jan-2008,154,,495,,223,,322,,385,,390,,197,,ND,,"1,147",,61,,3374,108.8
1-Jan-2008,1-Feb-2008,151,,498,,223,,326,,389,,393,,196,,ND,,"1,100",,61,,3337,107.6
1-Feb-2008,1-Mar-2008,134,,467,,207,,300,,368,,370,,183,,ND,,"1,044",,61,,3134,108.1
1-Mar-2008,1-Apr-2008,143,,500,,223,,323,,395,,394,,196,,ND,,"1,084",,61,,3319,107.1
1-Apr-2008,1-May-2008,135,,484,,218,,320,,389,,381,,192,,ND,,"1,141",,61,,3321,110.7
1-May-2008,1-Jun-2008,142,,501,,225,,332,,401,,393,,196,,ND,,"1,207",,61,,3458,111.5
1-Jun-2008,1-Jul-2008,139,,479,,220,,324,,381,,380,,188,,ND,,"1,212",,61,,3384,112.8
1-Jul-2008,1-Aug-2008,145,,487,,229,,338,,386,,393,,193,,ND,,"1,208",,61,,3440,111.0
1-Aug-2008,1-Sep-2008,146,,486,,228,,335,,390,,395,,195,,ND,,"1,230",,61,,3466,111.8
1-Sep-2008,1-Oct-2008,141,,471,,219,,331,,377,,383,,188,,ND,,"1,196",,61,,3367,112.2
1-Oct-2008,1-Nov-2008,147,,483,,227,,346,,392,,397,,195,,ND,,"1,146",,61,,3394,109.5
1-Nov-2008,1-Dec-2008,144,,460,,219,,314,,375,,384,,186,,ND,,1031,,61,,3174,105.8
1-Dec-2008,1-Jan-2009,148,,467,,222,,334,,375,,395,,189,,ND,,986,,61,,3177,102.5
1-Jan-2009,1-Feb-2009,142,,455,,219,,356,,360,,376,,186,,ND,,955,,52,,3101,100.0
1-Feb-2009,1-Mar-2009,123,,386,,196,,330,,318,,330,,169,,ND,,929,,52,,2833,101.2
1-Mar-2009,1-Apr-2009,139,,415,,219,,371,,329,,360,,186,,ND,,943,,52,,3014,97.2
1-Apr-2009,1-May-2009,135,,396,,207,,359,,302,,334,,181,,ND,,952,,52,,2918,97.3
1-May-2009,1-Jun-2009,141,,403,,211,,374,,308,,342,,187,,ND,,1044,,52,,3062,98.8
1-Jun-2009,1-Jul-2009,140,,380,,207,,361,,293,,331,,181,,ND,,"1,089",,52,,3034,101.1
1-Jul-2009,1-Aug-2009,144,,389,,211,,373,,306,,340,,187,,ND,,"1,148",,52,,3150,101.6
1-Aug-2009,1-Sep-2009,144,,387,,212,,377,,306,,341,,188,,ND,,"1,213",,52,,3220,103.9
1-Sep-2009,1-Oct-2009,140,,376,,204,,365,,296,,333,,182,,ND,,"1,279",,52,,3227,107.6
1-Oct-2009,1-Nov-2009,146,,393,,211,,380,,302,,346,,188,,ND,,"1,354",,52,,3372,108.8
1-Nov-2009,1-Dec-2009,141,,382,,202,,368,,295,,337,,184,,ND,,"1,387",,52,,3348,111.6
1-Dec-2009,1-Jan-2010,146,,397,,209,,386,,307,,347,,192,,ND,,"1,391",,52,,3427,110.5
1-Jan-2010,1-Feb-2010,144,,399,,196,,206,,311,,347,,192,,190,,"1,452",,61,,3498,112.8
1-Feb-2010,1-Mar-2010,136,,362,,177,,195,,283,,313,,172,,178,,"1,403",,61,,3280,117.1
1-Mar-2010,1-Apr-2010,144,,403,,195,,220,,316,,357,,191,,219,,"1,494",,61,,3600,116.1
1-Apr-2010,1-May-2010,142,,389,,189,,209,,308,,352,,186,,208,,"1,492",,61,,3536,117.9
1-May-2010,1-Jun-2010,146,,402,,195,,211,,323,,363,,193,,225,,"1,518",,61,,3637,117.3
1-Jun-2010,1-Jul-2010,142,,388,,189,,200,,309,,352,,187,,231,,"1,524",,61,,3583,119.4
1-Jul-2010,1-Aug-2010,146,,390,,195,,201,,321,,364,,194,,245,,"1,517",,61,,3634,117.2
1-Aug-2010,1-Sep-2010,151,,389,,197,,211,,323,,363,,195,,232,,"1,488",,61,,3610,116.5
1-Sep-2010,1-Oct-2010,145,,381,,190,,206,,318,,352,,189,,226,,"1,409",,61,,3477,115.9
1-Oct-2010,1-Nov-2010,149,,399,,198,,216,,329,,365,,196,,248,,"1,391",,61,,3552,114.6
1-Nov-2010,1-Dec-2010,148,,388,,190,,209,,324,,356,,188,,254,,"1,297",,61,,3415,113.8
1-Dec-2010,1-Jan-2011,149,,399,,194,,216,,335,,369,,194,,268,,"1,346",,61,,3531,113.9
1-Jan-2011,1-Feb-2011,151,,405,,189,,219,,334,,368,,194,,279,,"1,478",,48,,3665,118.2
1-Feb-2011,1-Mar-2011,136,,368,,171,,202,,304,,332,,178,,259,,"1,479",,48,,3477,124.2
1-Mar-2011,1-Apr-2011,150,,416,,187,,222,,340,,370,,192,,287,,"1,609",,48,,3821,123.3
1-Apr-2011,1-May-2011,146,,408,,184,,214,,332,,357,,189,,281,,"1,639",,48,,3798,126.6
1-May-2011,1-Jun-2011,154,,422,,185,,215,,348,,356,,196,,292,,"1,735",,48,,3951,127.5
1-Jun-2011,1-Jul-2011,148,,411,,179,,205,,336,,345,,191,,284,,"1,752",,48,,3899,130.0
1-Jul-2011,1-Aug-2011,151,,423,,185,,214,,348,,361,,197,,293,,"1,783",,48,,4003,129.1
1-Aug-2011,1-Sep-2011,155,,424,,186,,213,,347,,367,,195,,298,,"1,793",,48,,4026,129.9
1-Sep-2011,1-Oct-2011,149,,415,,184,,202,,333,,359,,189,,293,,"1,769",,48,,3941,131.4
1-Oct-2011,1-Nov-2011,155,,427,,190,,210,,343,,370,,197,,309,,"1,685",,48,,3934,126.9
1-Nov-2011,1-Dec-2011,153,,418,,170,,201,,333,,361,,190,,299,,"1,655",,48,,3828,127.6
1-Dec-2011,1-Jan-2012,157,,432,,175,,216,,329,,373,,198,,309,,"1,695",,48,,3932,126.8
1-Jan-2012,1-Feb-2012,146,,407,,175,,216,,314,,373,,196,,312,,"1,837",,65,,4041,130.4
1-Feb-2012,1-Mar-2012,132,,382,,168,,204,,295,,348,,181,,290,,"1,848",,65,,3913,134.9
1-Mar-2012,1-Apr-2012,127,,408,,179,,219,,314,,371,,190,,310,,"1,884",,65,,4067,131.2
1-Apr-2012,1-May-2012,125,,395,,173,,211,,297,,358,,183,,304,,"1,841",,65,,3952,131.7
1-May-2012,1-Jun-2012,131,,410,,173,,215,,309,,369,,189,,310,,"1,998",,65,,4169,134.5
1-Jun-2012,1-Jul-2012,128,,397,,167,,206,,297,,355,,183,,297,,"1,994",,65,,4089,136.3
1-Jul-2012,1-Aug-2012,136,,410,,172,,213,,304,,366,,183,,304,,"1,990",,65,,4143,133.6
1-Aug-2012,1-Sep-2012,141,,402,,173,,213,,304,,362,,182,,307,,"2,069",,65,,4218,136.1
1-Sep-2012,1-Oct-2012,134,,393,,167,,204,,290,,350,,170,,299,,"1,982",,65,,4054,135.1
1-Oct-2012,1-Nov-2012,142,,415,,172,,210,,296,,361,,175,,313,,"2,037",,65,,4186,135.0
1-Nov-2012,1-Dec-2012,144,,408,,163,,207,,288,,349,,174,,302,,"1,972",,65,,4072,135.7
1-Dec-2012,1-Jan-2013,153,,424,,170,,217,,297,,361,,180,,314,,"2,082",,65,,4263,137.5
1-Jan-2013,1-Feb-2013,153,,425,,168,,216,,299,,360,,179,,319,,"2,151",,90,,4360,140.6
1-Feb-2013,1-Mar-2013,138,,385,,154,,196,,273,,323,,161,,293,,"2,082",,90,,4095,146.3
1-Mar-2013,1-Apr-2013,147,,428,,169,,217,,306,,357,,178,,328,,"2,125",,90,,4345,140.2
1-Apr-2013,1-May-2013,145,,416,,162,,207,,298,,341,,171,,320,,"2,085",,90,,4235,141.2
1-May-2013,1-Jun-2013,153,,428,,164,,208,,306,,349,,176,,334,,"2,157",,90,,4365,140.8
1-Jun-2013,1-Jul-2013,151,,413,,153,,197,,298,,335,,175,,327,,"2,221",,90,,4360,145.3
1-Jul-2013,1-Aug-2013,157,,425,,161,,200,,309,,342,,178,,334,,"2,229",,90,,4425,142.7
1-Aug-2013,1-Sep-2013,156,,416,,161,,200,,311,,333,,179,,334,,"2,253",,90,,4433,143.0
1-Sep-2013,1-Oct-2013,150,,394,,152,,196,,300,,315,,174,,326,,"2,236",,90,,4333,144.4
1-Oct-2013,1-Nov-2013,156,,401,,156,,202,,310,,316,,180,,326,,"2,341",,90,,4478,144.5
1-Nov-2013,1-Dec-2013,150,,388,,151,,194,,302,,308,,174,,310,,"2,332",,90,,4399,146.6
1-Dec-2013,1-Jan-2014,156,,399,,155,,206,,304,,316,,179,,336,,"2,322",,90,,4463,144.0
1-Jan-2014,1-Feb-2014,156,,399,,157,,201,,296,,318,,176,,354,,"2,311",,150,,4518,145.7
1-Feb-2014,1-Mar-2014,138,,362,,139,,182,,275,,287,,159,,332,,"2,152",,150,,4176,149.1
1-Mar-2014,1-Apr-2014,151,,400,,152,,201,,302,,319,,177,,388,,"2,349",,150,,4589,148.0
1-Apr-2014,1-May-2014,147,,381,,140,,195,,290,,308,,173,,394,,"2,243",,150,,4421,147.4
1-May-2014,1-Jun-2014,152,,392,,135,,203,,304,,319,,178,,418,,"2,250",,150,,4501,145.2
1-Jun-2014,1-Jul-2014,143,,372,,117,,193,,297,,309,,174,,412,,"2,312",,150,,4479,149.3
1-Jul-2014,1-Aug-2014,144,,386,,117,,203,,306,,319,,175,,427,,"2,340",,150,,4567,147.3
1-Aug-2014,1-Sep-2014,148,,386,,116,,198,,306,,319,,166,,426,,"2,398",,150,,4613,148.8
1-Sep-2014,1-Oct-2014,142,,372,,111,,194,,298,,310,,160,,413,,"2,412",,150,,4562,152.1
1-Oct-2014,1-Nov-2014,144,,379,,120,,204,,307,,321,,165,,426,,"2,463",,150,,4679,150.9
1-Nov-2014,1-Dec-2014,139,,370,,116,,222,,302,,312,,165,,414,,"2,512",,150,,4702,156.7
1-Dec-2014,1-Jan-2015,142,,386,,123,,233,,313,,323,,167,,428,,"2,575",,150,,4840,156.1
1-Jan-2015,1-Feb-2015,143,,385,,120,,236,,315,,321,,167,,431,,"2,583",,150,,4851,156.5
1-Feb-2015,1-Mar-2015,130,,348,,106,,217,,287,,293,,151,,393,,"2,348",,150,,4423,158.0
1-Mar-2015,1-Apr-2015,141,,384,,120,,242,,316,,324,,168,,437,,"2,587",,150,,4869,157.1
